date,open,high,low,close,adjclose,volume,moving_avg,increase_rate_vol,increase_rate_adjclose,TSLA_open,TSLA_high,TSLA_low,TSLA_close,TSLA_adjclose,lgchem_open,lgchem_close,lgchem_high,lgchem_low,lginnotek_open,lginnotek_close,lginnotek_high,lginnotek_low,compound,new_us_cases,new_us_deaths,new_ca_cases,new_ca_deaths
2010-02-04,7.02607,7.08464,6.84179,6.85893,5.92707,757652000.0,6.344794347826087,0.2312977793957044,-0.03603874665374244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-05,6.87964,7.0,6.81607,6.98071,6.03231,850306800.0,6.3317741666666665,0.12229202853024872,0.017755822016611956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-08,6.98893,7.06714,6.92857,6.93286,5.99095,478270800.0,6.3181412,-0.43753148863445523,-0.00685641155709837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-09,7.015,7.05357,6.95536,7.00679,6.05484,632886800.0,6.308014230769231,0.3232812875049031,0.010664418831737982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-10,6.99607,7.02143,6.93786,6.96857,6.02181,370361600.0,6.297414074074074,-0.4148059336993598,-0.005455140020215251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-11,6.96,7.13393,6.93071,7.09536,6.13138,550345600.0,6.291484285714286,0.48596830772952704,0.01819552592991139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-12,7.07536,7.20143,6.98214,7.15643,6.18415,655468800.0,6.287783103448276,0.1910130652448207,0.008606545345419752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-16,7.21214,7.27464,7.19714,7.26429,6.27735,543737600.0,6.287435333333334,-0.17045998222951267,0.015070785799180227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-17,7.2925,7.29679,7.17357,7.23393,6.25112,436396800.0,6.286263870967742,-0.19741286973716735,-0.0041785148191513894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-18,7.20107,7.28179,7.17571,7.2475,6.26285,422825200.0,6.285532187500001,-0.031099219792629095,0.0018764637376982073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-19,7.20929,7.25714,7.1825,7.2025,6.22396,415469600.0,6.283666363636365,-0.017396314126972564,-0.006209632994563228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-22,7.22643,7.23214,7.11393,7.15786,6.18539,390563600.0,6.280775882352943,-0.05994662425361567,-0.006197019261049234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-23,7.14286,7.19036,6.98964,7.03786,6.08169,575094800.0,6.275087714285716,0.47247413737480914,-0.016765313100709882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-24,7.07964,7.19429,7.06571,7.16643,6.19279,460566400.0,6.272801666666669,-0.19914699280883777,0.01826794854719651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-25,7.04929,7.245,7.03179,7.21429,6.23415,665126000.0,6.271757027027029,0.44414790136666504,0.006678734463787738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-26,7.22786,7.3275,7.21429,7.30786,6.31501,507460800.0,6.2728952631578965,-0.23704561241028016,0.012970493170680908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-01,7.34821,7.48214,7.3375,7.46393,6.44987,550093600.0,6.277433076923079,0.08401200644463572,0.021355468954126718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-02,7.4975,7.52964,7.41929,7.45893,6.44555,566546400.0,6.2816360000000016,0.029909091834553248,-0.0006697809413212793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-03,7.46214,7.49536,7.42643,7.47607,6.46037,372052800.0,6.285995365853661,-0.3432968597099902,0.0022992607302713157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-04,7.47429,7.53286,7.45107,7.52536,6.50296,366041200.0,6.291161190476192,-0.016157921671332672,0.0065925016678610796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-05,7.67643,7.84643,7.66536,7.81964,6.75726,899620400.0,6.302000697674419,1.4577025755570685,0.039105268985200545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-08,7.8575,7.86036,7.79464,7.82429,6.76127,429889600.0,6.312438636363638,-0.5221433395685559,0.0005934358009015591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-09,7.79679,8.03571,7.78179,7.965,6.88287,920259200.0,6.325114888888891,1.1406872834327697,0.017984786881754453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-10,7.99393,8.05286,7.97143,8.03,6.93904,596218000.0,6.3384610869565225,-0.35211948981330476,0.008160839882200408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-11,7.99679,8.05357,7.97571,8.05357,6.95941,405700400.0,6.3516727659574475,-0.3195435226712377,0.0029355645737738616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-12,8.12036,8.13321,8.0625,8.09286,6.99336,416323600.0,6.365041250000001,0.02618483984733562,0.004878287096176245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-15,8.04929,8.05357,7.86607,7.99429,6.90818,493502800.0,6.376125714285715,0.18538271671363335,-0.012180125147282601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-16,8.00643,8.035,7.94679,8.01607,6.927,446908000.0,6.3871432000000015,-0.09441648558022366,0.0027243065467315326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-17,8.03214,8.0875,7.97393,8.00429,6.91682,450956800.0,6.393383600000001,0.009059582732911471,-0.0014696116645011102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-18,8.00357,8.03571,7.95036,8.02321,6.93317,342109600.0,6.399722600000001,-0.24136946155374528,0.002363803019306444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-19,8.02821,8.04429,7.90107,7.9375,6.85911,559445600.0,6.406685200000001,0.6352817927354275,-0.010681982412085575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-22,7.87393,8.07143,7.8625,8.02679,6.93626,456419600.0,6.415431600000001,-0.18415731574258515,0.011247814949752898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-23,8.05857,8.17071,8.00357,8.15571,7.04767,602431200.0,6.425542,0.31990650708251794,0.016061969995357764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-24,8.13,8.22143,8.12536,8.19179,7.07884,597780400.0,6.437430000000001,-0.007720051683910129,0.004422738295067657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-25,8.24714,8.24893,8.08036,8.09464,6.9949,542284400.0,6.4491144,-0.0928367674818378,-0.011857875019070815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-26,8.17679,8.28393,8.1625,8.24643,7.12606,640875200.0,6.4616136,0.18180644694923917,0.018750804157314543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-29,8.32143,8.3525,8.27214,8.29964,7.17205,540744400.0,6.475785599999999,-0.15624071582111462,0.006453776701290721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-30,8.45,8.48143,8.36607,8.42321,7.27883,527310000.0,6.4942534,-0.02484427023192473,0.01488835130820345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-31,8.41036,8.45036,8.37357,8.39286,7.2526,430659600.0,6.506573599999999,-0.183289526085225,-0.003603601128203293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,8.47893,8.52607,8.3125,8.4275,7.28253,603145200.0,6.521535399999999,0.4005149310499522,0.004126795907674521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-05,8.39214,8.51821,8.38464,8.5175,7.3603,684507600.0,6.5403118,0.1348968706042923,0.010678981068392334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-06,8.50714,8.58,8.46429,8.555,7.39271,447017200.0,6.5661064,-0.34695071318419257,0.004403353124193375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-07,8.55536,8.64,8.52357,8.59286,7.42543,628502000.0,6.5892716,0.4059906419708235,0.004425981811811947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-08,8.58714,8.62643,8.50143,8.56964,7.40536,572989200.0,6.610263999999998,-0.08832557414296216,-0.002702873772966747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-09,8.6225,8.63893,8.58786,8.63536,7.46215,334182800.0,6.631194599999999,-0.4167729513924521,0.007668769647930734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-12,8.65,8.68107,8.63607,8.65321,7.47758,333026400.0,6.657735999999999,-0.0034603815636232624,0.0020677686725674754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-13,8.63786,8.67143,8.61107,8.65821,7.4819,306210800.0,6.688826399999998,-0.0805209436849451,0.0005777270186344737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-14,8.76,8.77893,8.71679,8.77464,7.58251,404076400.0,6.720280999999999,0.3196020519197886,0.013447119047300771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-15,8.77786,8.89393,8.76821,8.89,7.6822,376784800.0,6.753031999999999,-0.06754069279967848,0.013147361493753366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-16,8.8775,8.96929,8.73393,8.83571,7.63529,750545600.0,6.782764599999999,0.9919741985345482,-0.006106323709354034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-19,8.8225,8.85321,8.63464,8.82393,7.6251,566924400.0,6.816725199999999,-0.24465029173443958,-0.0013345923992409703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-20,8.87643,8.90179,8.67714,8.73536,7.54856,738326400.0,6.847050199999999,0.30233660784400884,-0.01003790114228005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-21,9.24286,9.29464,9.13321,9.25786,8.00008,982391200.0,6.8872328,0.33056491004520494,0.05981538200663442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-22,9.22286,9.52679,9.15,9.51679,8.22383,793424800.0,6.9306126,-0.1923535145673129,0.02796847031529672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-23,9.57107,9.72071,9.53571,9.6725,8.35838,796955600.0,6.9773439999999995,0.004450075167804182,0.016360989952370227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-26,9.71,9.73071,9.57821,9.625,8.31734,479068800.0,7.0210631999999995,-0.3988764242324165,-0.004910042376632868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-27,9.54536,9.56571,9.30429,9.35857,8.08711,709343600.0,7.0591224,0.4806716697058961,-0.027680724847126678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-28,9.40179,9.42857,9.1575,9.34286,8.07353,758402400.0,7.095046,0.06916084109308944,-0.0016792154428466116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-29,9.39357,9.64286,9.3575,9.59429,8.2908,558840800.0,7.1358396,-0.2631341883939186,0.02691140058933341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-30,9.61821,9.66321,9.32143,9.32464,8.05779,542463600.0,7.171738399999999,-0.029305662721834196,-0.028104646113764672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-03,9.42286,9.56714,9.38857,9.5125,8.22012,454342000.0,7.2116616,-0.1624470287038614,0.020145722338258874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-04,9.38893,9.40321,9.16964,9.23857,7.98341,723819600.0,7.247622,0.5931161988105876,-0.028796416597324556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-05,9.03679,9.21929,8.88321,9.1425,7.90039,883103200.0,7.283996000000001,0.22005980495692573,-0.010399065061170642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-06,9.06536,9.22321,7.11607,8.79464,7.5998,1285860800.0,7.312136200000001,0.45607081935610694,-0.03804748879485693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-07,8.70393,8.80607,8.04321,8.42357,7.27914,1676018400.0,7.333036000000001,0.30342133456436343,-0.042193215610937154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-10,8.9375,9.09464,8.87607,9.07107,7.83867,984306400.0,7.363509200000001,-0.4127114594923302,0.07686759699634842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-11,8.99429,9.28179,8.94643,9.16143,7.91675,848906800.0,7.392846800000001,-0.13755838629109798,0.00996087346450365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-12,9.25857,9.3975,9.23929,9.36036,8.08865,654379600.0,7.4257088,-0.22915024358386574,0.021713455647835167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-13,9.40071,9.46429,9.15714,9.22714,7.97354,599712400.0,7.4559722,-0.08354050156820292,-0.014231052153325909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-14,9.11286,9.16,8.91071,9.065,7.83342,759362800.0,7.4825814,0.26621160409556316,-0.017573123104668638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-17,9.09643,9.14929,8.84679,9.07929,7.84577,762834800.0,7.5043516000000015,0.004572254527085077,0.0015765783016868289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-18,9.17786,9.23393,8.93786,9.01286,7.78836,782678400.0,7.524893400000001,0.026012971615872793,-0.007317318759025559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-19,8.91071,9.03286,8.74464,8.86929,7.6643,1025726800.0,7.540522000000001,0.3105341861995936,-0.01592889902367123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-20,8.63857,8.70893,8.43607,8.49143,7.33778,1282915200.0,7.5484968000000014,0.25073772080440915,-0.04260271649074273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-21,8.315,8.73214,8.2625,8.65429,7.47851,1223891200.0,7.558878800000001,-0.04600771742356782,0.019178825203263052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-24,8.83143,8.96071,8.795,8.81286,7.61553,754238800.0,7.571322200000001,-0.38373705113657164,0.01832183148782307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-25,8.54821,8.81286,8.47,8.75786,7.56801,1048006400.0,7.584518800000001,0.389488846238088,-0.00623988087500142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-26,8.93143,9.00464,8.70536,8.71821,7.53375,850654000.0,7.5966538,-0.1883122087804044,-0.0045269496208382035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
