date,open,high,low,close,adjclose,volume,moving_avg,increase_rate_vol,increase_rate_adjclose,AAPL_open,AAPL_high,AAPL_low,AAPL_close,AAPL_adjclose,lgchem_open,lgchem_close,lgchem_high,lgchem_low,lginnotek_open,lginnotek_close,lginnotek_high,lginnotek_low,compound,new_us_cases,new_us_deaths,new_ca_cases,new_ca_deaths
2010-08-25,3.832,3.996,3.712,3.98,3.98,2516500.0,3.945756097560976,-0.2522656366067449,0.03645833333333337,8.50143,8.71393,8.47143,8.67464,7.4961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-26,3.978,4.054,3.92,3.95,3.95,2169000.0,3.9458571428571427,-0.1380886151400755,-0.007537688442211006,8.76607,8.77679,8.58143,8.58143,7.41555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-27,3.95,3.974,3.9,3.94,3.94,1898000.0,3.945720930232558,-0.12494236975564776,-0.0025316455696203113,8.63393,8.66464,8.41286,8.62929,7.4569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-30,3.94,4.038,3.922,3.974,3.974,3664000.0,3.946363636363636,0.9304531085353003,0.008629441624365547,8.59857,8.77679,8.59571,8.66071,7.48406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-31,3.932,3.958,3.866,3.896,3.896,1005500.0,3.9452444444444437,-0.7255731441048034,-0.01962757926522403,8.6375,8.73429,8.58393,8.68214,7.50258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-01,3.924,4.138,3.92,4.09,4.09,2474500.0,3.9483913043478256,1.460964694181999,0.04979466119096508,8.83821,8.98071,8.79571,8.94036,7.72571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-02,4.074,4.248,4.062,4.212,4.212,2435500.0,3.9539999999999993,-0.015760759749444332,0.029828850855745694,8.97357,9.00607,8.8775,9.00607,7.7825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-03,4.174,4.26,4.132,4.21,4.21,2173000.0,3.959333333333333,-0.10778074317388626,-0.0004748338081670892,9.11036,9.24214,9.08929,9.24179,7.98619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-07,4.122,4.2,4.1,4.108,4.108,1217000.0,3.962367346938775,-0.43994477680625865,-0.02422802850356302,9.16571,9.26893,9.15179,9.2075,7.95656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-08,4.132,4.19,4.12,4.18,4.18,1442000.0,3.9667199999999996,0.1848808545603944,0.017526777020447925,9.27786,9.4425,9.25357,9.39,8.11427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-09,4.2,4.21,4.138,4.142,4.142,1881000.0,3.9539999999999997,0.3044382801664355,-0.00909090909090894,9.46571,9.51857,9.39,9.39536,8.1189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-10,4.15,4.186,3.952,4.034,4.034,1933000.0,3.9393599999999998,0.02764486975013291,-0.02607436021245788,9.39964,9.44643,9.33571,9.4075,8.12939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-13,4.178,4.18,4.1,4.144,4.144,1804000.0,3.9344,-0.06673564407656493,0.027268220128904393,9.49357,9.58143,9.49143,9.53714,8.24142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-14,4.108,4.32,4.106,4.224,4.224,3273500.0,3.94208,0.8145787139689579,0.019305019305019322,9.5075,9.61321,9.48286,9.57357,8.2729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-15,4.196,4.4,4.158,4.396,4.396,3423000.0,3.965559999999999,0.045669772414846495,0.0407196969696969,9.5775,9.65643,9.56571,9.65071,8.33956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-16,4.43,4.632,4.168,4.188,4.188,13422500.0,3.986119999999999,2.9212678936605316,-0.04731574158325755,9.65143,9.88107,9.625,9.8775,8.53553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-17,4.204,4.264,3.96,4.046,4.046,5992500.0,3.997199999999999,-0.5535481467684857,-0.033906399235912,9.9175,9.92714,9.77429,9.83464,8.4985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-20,4.134,4.27,4.032,4.212,4.212,4737500.0,4.011839999999999,-0.2094284522319566,0.04102817597627273,9.86,10.135,9.85179,10.1154,8.74108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-21,4.178,4.31,4.134,4.154,4.154,3980000.0,4.026719999999999,-0.15989445910290237,-0.013770180436847064,10.1379,10.2625,10.0996,10.1346,8.75774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-22,4.174,4.19,3.96,3.974,3.974,4814500.0,4.033639999999999,0.20967336683417084,-0.04333172845450162,10.0968,10.285,10.0861,10.2768,8.88057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
