,ticker,date,open,high,low,close,adjclose,volume
0,AAPL,2020-01-02,74.059998,75.150002,73.797501,75.087502,74.573036,135480400
1,AAPL,2020-01-03,74.287498,75.144997,74.125,74.35749799999999,73.84803000000001,146322800
2,AAPL,2020-01-06,73.447502,74.989998,73.1875,74.949997,74.43647,118387200
3,AAPL,2020-01-07,74.959999,75.224998,74.370003,74.597504,74.086395,108872000
4,AAPL,2020-01-08,74.290001,76.110001,74.290001,75.797501,75.27816,132079200
5,AAPL,2020-01-09,76.809998,77.60749799999999,76.550003,77.407501,76.877136,170108400
6,AAPL,2020-01-10,77.650002,78.167503,77.0625,77.582497,77.050926,140644800
7,AAPL,2020-01-13,77.910004,79.26750200000001,77.787498,79.239998,78.697075,121532000
8,AAPL,2020-01-14,79.175003,79.39250200000001,78.042503,78.16999799999999,77.634407,161954400
9,AAPL,2020-01-15,77.962502,78.875,77.387497,77.834999,77.301704,121923600
10,AAPL,2020-01-16,78.397499,78.925003,78.022499,78.809998,78.27002,108829200
11,AAPL,2020-01-17,79.067497,79.684998,78.75,79.682503,79.136551,137816400
12,AAPL,2020-01-21,79.297501,79.754997,79.0,79.14250200000001,78.60025,110843200
13,AAPL,2020-01-22,79.644997,79.997498,79.327499,79.425003,78.880821,101832400
14,AAPL,2020-01-23,79.480003,79.889999,78.912498,79.807503,79.260696,104472000
15,AAPL,2020-01-24,80.0625,80.832497,79.379997,79.577499,79.032265,146537600
16,AAPL,2020-01-27,77.514999,77.942497,76.220001,77.237503,76.708298,161940000
17,AAPL,2020-01-28,78.150002,79.599998,78.047501,79.422501,78.878326,162234000
18,AAPL,2020-01-29,81.112503,81.962502,80.345001,81.084999,80.529434,216229200
19,AAPL,2020-01-30,80.135002,81.022499,79.6875,80.967499,80.412743,126743200
20,AAPL,2020-01-31,80.23249799999999,80.66999799999999,77.072502,77.377502,76.84734300000001,199588400
21,AAPL,2020-02-03,76.074997,78.372498,75.555,77.165001,76.636299,173985600
22,AAPL,2020-02-04,78.827499,79.910004,78.407501,79.712502,79.166336,136616400
23,AAPL,2020-02-05,80.879997,81.190002,79.737503,80.362503,79.811897,118826800
24,AAPL,2020-02-06,80.64250200000001,81.305,80.065002,81.302498,80.74544499999999,105425600
25,AAPL,2020-02-07,80.592499,80.849998,79.5,80.0075,79.647896,117684000
26,AAPL,2020-02-10,78.54499799999999,80.387497,78.462502,80.387497,80.02619200000001,109348800
27,AAPL,2020-02-11,80.900002,80.974998,79.677498,79.902496,79.54336500000001,94323200
28,AAPL,2020-02-12,80.3675,81.805,80.3675,81.800003,81.43235,113730400
29,AAPL,2020-02-13,81.047501,81.555,80.837502,81.217499,80.852463,94747600
30,AAPL,2020-02-14,81.184998,81.495003,80.712502,81.237503,80.872375,80113600
31,AAPL,2020-02-18,78.839996,79.9375,78.652496,79.75,79.39155600000001,152531200
32,AAPL,2020-02-19,80.0,81.14250200000001,80.0,80.904999,80.54136700000001,93984000
33,AAPL,2020-02-20,80.657501,81.162498,79.552498,80.074997,79.715088,100566000
34,AAPL,2020-02-21,79.654999,80.112503,77.625,78.262497,77.910744,129554000
35,AAPL,2020-02-24,74.315002,76.04499799999999,72.307503,74.54499799999999,74.209946,222195200
36,AAPL,2020-02-25,75.237503,75.6325,71.532501,72.019997,71.696297,230673600
37,AAPL,2020-02-26,71.6325,74.470001,71.625,73.162498,72.833664,198054800
38,AAPL,2020-02-27,70.275002,71.5,68.239998,68.379997,68.072662,320605600
39,AAPL,2020-02-28,64.315002,69.602501,64.092499,68.339996,68.032837,426884800
40,AAPL,2020-03-02,70.57,75.360001,69.43,74.702499,74.366737,341397200
41,AAPL,2020-03-03,75.917503,76.0,71.449997,72.33000200000001,72.004913,319475600
42,AAPL,2020-03-04,74.110001,75.849998,73.282501,75.684998,75.344826,219178400
43,AAPL,2020-03-05,73.879997,74.887497,72.852501,73.230003,72.900864,187572800
44,AAPL,2020-03-06,70.5,72.70500200000001,70.307503,72.2575,71.932739,226176800
45,AAPL,2020-03-09,65.9375,69.522499,65.75,66.542503,66.24342299999999,286744800
46,AAPL,2020-03-10,69.285004,71.610001,67.342499,71.334999,71.014381,285290000
47,AAPL,2020-03-11,69.347504,70.305,67.964996,68.85749799999999,68.548012,255598800
48,AAPL,2020-03-12,63.985001000000004,67.5,62.0,62.057499,61.778580000000005,418474000
49,AAPL,2020-03-13,66.222504,69.980003,63.237499,69.4925,69.180161,370732000
50,AAPL,2020-03-16,60.487499,64.769997,60.0,60.552502000000004,60.280345999999994,322423600
51,AAPL,2020-03-17,61.877499,64.402496,59.599998,63.215,62.930878,324056000
52,AAPL,2020-03-18,59.942501,62.5,59.279999,61.6675,61.390331,300233600
53,AAPL,2020-03-19,61.8475,63.209998999999996,60.6525,61.195,60.919952,271857200
54,AAPL,2020-03-20,61.794998,62.9575,57.0,57.310001,57.052418,401693200
55,AAPL,2020-03-23,57.02,57.125,53.1525,56.092499,55.840385,336752800
56,AAPL,2020-03-24,59.09,61.922501000000004,58.575001,61.720001,61.442595999999995,287531200
57,AAPL,2020-03-25,62.6875,64.5625,61.075001,61.380001,61.104122,303602000
58,AAPL,2020-03-26,61.630001,64.66999799999999,61.59,64.610001,64.319611,252087200
59,AAPL,2020-03-27,63.1875,63.967499,61.762501,61.935001,61.656628000000005,204216800
60,AAPL,2020-03-30,62.685001,63.880001,62.349998,63.702498999999996,63.416183,167976400
61,AAPL,2020-03-31,63.900002,65.622498,63.0,63.572497999999996,63.28677,197002000
62,AAPL,2020-04-01,61.625,62.18,59.782501,60.227501000000004,59.95680600000001,176218400
63,AAPL,2020-04-02,60.084998999999996,61.287498,59.224998,61.232498,60.957287,165934000
64,AAPL,2020-04-03,60.700001,61.424999,59.7425,60.352501000000004,60.081242,129880000
65,AAPL,2020-04-06,62.724998,65.777496,62.345001,65.6175,65.32257800000001,201820400
66,AAPL,2020-04-07,67.699997,67.925003,64.75,64.85749799999999,64.56599399999999,202887200
67,AAPL,2020-04-08,65.684998,66.842499,65.307503,66.51750200000001,66.218536,168895200
68,AAPL,2020-04-09,67.175003,67.51750200000001,66.175003,66.997498,66.696373,162116400
69,AAPL,2020-04-13,67.077499,68.425003,66.457497,68.3125,68.00546999999999,131022800
70,AAPL,2020-04-14,70.0,72.0625,69.512497,71.762497,71.43995699999999,194994800
71,AAPL,2020-04-15,70.599998,71.582497,70.157501,71.10749799999999,70.787903,131154400
72,AAPL,2020-04-16,71.845001,72.050003,70.587502,71.672501,71.350365,157125200
73,AAPL,2020-04-17,71.172501,71.737503,69.214996,70.699997,70.382233,215250000
74,AAPL,2020-04-20,69.487503,70.41999799999999,69.212502,69.23249799999999,68.92132600000001,130015200
75,AAPL,2020-04-21,69.07,69.3125,66.35749799999999,67.092499,66.790947,180991600
76,AAPL,2020-04-22,68.402496,69.474998,68.050003,69.025002,68.71476,117057200
77,AAPL,2020-04-23,68.967499,70.4375,68.717499,68.7575,68.448463,124814400
78,AAPL,2020-04-24,69.300003,70.752502,69.25,70.7425,70.424545,126508800
79,AAPL,2020-04-27,70.449997,71.135002,69.987503,70.792503,70.474319,117087600
80,AAPL,2020-04-28,71.269997,71.457497,69.550003,69.644997,69.33197,112004800
81,AAPL,2020-04-29,71.182503,72.417503,70.972504,71.932503,71.6092,137280800
82,AAPL,2020-04-30,72.489998,73.6325,72.087502,73.449997,73.119873,183064000
83,AAPL,2020-05-01,71.5625,74.75,71.462502,72.26750200000001,71.942688,240616800
84,AAPL,2020-05-04,72.292503,73.422501,71.58000200000001,73.290001,72.960594,133568000
85,AAPL,2020-05-05,73.764999,75.25,73.614998,74.389999,74.055649,147751200
86,AAPL,2020-05-06,75.114998,75.809998,74.717499,75.157501,74.819695,142333600
87,AAPL,2020-05-07,75.805,76.292503,75.4925,75.934998,75.59369699999999,115215200
88,AAPL,2020-05-08,76.410004,77.587502,76.072502,77.532501,77.39296,134048000
89,AAPL,2020-05-11,77.025002,79.262497,76.809998,78.752502,78.610764,145946400
90,AAPL,2020-05-12,79.457497,79.922501,77.727501,77.852501,77.71238699999999,162301200
91,AAPL,2020-05-13,78.037498,78.987503,75.802498,76.912498,76.77407099999999,200622400
92,AAPL,2020-05-14,76.127502,77.447502,75.3825,77.385002,77.245728,158929200
93,AAPL,2020-05-15,75.087502,76.974998,75.052498,76.927498,76.789047,166348400
94,AAPL,2020-05-18,78.292503,79.125,77.58000200000001,78.739998,78.598282,135372400
95,AAPL,2020-05-19,78.7575,79.629997,78.252502,78.285004,78.14411199999999,101729600
96,AAPL,2020-05-20,79.16999799999999,79.879997,79.129997,79.807503,79.663872,111504800
97,AAPL,2020-05-21,79.665001,80.222504,78.967499,79.212502,79.069939,102688800
98,AAPL,2020-05-22,78.942497,79.807503,78.837502,79.722504,79.579025,81803200
99,AAPL,2020-05-26,80.875,81.059998,79.125,79.182503,79.03999300000001,125522000
100,AAPL,2020-05-27,79.035004,79.677498,78.272499,79.527496,79.38436899999999,112945200
101,AAPL,2020-05-28,79.192497,80.860001,78.907501,79.5625,79.419304,133560800
102,AAPL,2020-05-29,79.8125,80.287498,79.1175,79.485001,79.341949,153598000
103,AAPL,2020-06-01,79.4375,80.587502,79.302498,80.462502,80.317688,80791200
104,AAPL,2020-06-02,80.1875,80.860001,79.73249799999999,80.834999,80.689514,87642800
105,AAPL,2020-06-03,81.165001,81.550003,80.574997,81.279999,81.133713,104491200
106,AAPL,2020-06-04,81.097504,81.404999,80.195,80.58000200000001,80.434975,87560400
107,AAPL,2020-06-05,80.837502,82.9375,80.807503,82.875,82.72584499999999,137250400
108,AAPL,2020-06-08,82.5625,83.400002,81.83000200000001,83.364998,83.214958,95654400
109,AAPL,2020-06-09,83.035004,86.402496,83.002502,85.997498,85.84272,147712400
110,AAPL,2020-06-10,86.974998,88.692497,86.522499,88.209999,88.051239,166651600
111,AAPL,2020-06-11,87.327499,87.764999,83.870003,83.974998,83.82386,201662400
112,AAPL,2020-06-12,86.18,86.949997,83.555,84.699997,84.547554,200146000
113,AAPL,2020-06-15,83.3125,86.41999799999999,83.144997,85.747498,85.59317,138808800
114,AAPL,2020-06-16,87.864998,88.300003,86.18,88.019997,87.86158,165428800
115,AAPL,2020-06-17,88.787498,88.849998,87.772499,87.897499,87.739304,114406400
116,AAPL,2020-06-18,87.852501,88.362503,87.305,87.932503,87.77424599999999,96820400
117,AAPL,2020-06-19,88.660004,89.139999,86.287498,87.43,87.272644,264476000
118,AAPL,2020-06-22,87.834999,89.864998,87.787498,89.717499,89.55603,135445200
119,AAPL,2020-06-23,91.0,93.095001,90.567497,91.6325,91.46758299999999,212155600
120,AAPL,2020-06-24,91.25,92.197502,89.629997,90.014999,89.852997,192623200
121,AAPL,2020-06-25,90.175003,91.25,89.39250200000001,91.209999,91.045845,137522400
122,AAPL,2020-06-26,91.102501,91.33000200000001,88.254997,88.407501,88.24839,205256800
123,AAPL,2020-06-29,88.3125,90.542503,87.82,90.445,90.282219,130646000
