,date,close,open,high,low,volume,ticker
517,2018.10.01,130000,131500,132000,129000,95027,011070
518,2018.09.28,130500,132500,133000,130000,253231,011070
519,2018.09.27,131500,131500,133000,130500,227043,011070
520,2018.09.21,130500,133500,134000,128500,397313,011070
521,2018.09.20,133000,133000,135000,131500,273532,011070
522,2018.09.19,131500,131500,132500,130000,230649,011070
523,2018.09.18,130000,129500,130500,128000,352254,011070
524,2018.09.17,132000,134000,134000,130500,279620,011070
525,2018.09.14,134500,133000,135000,132500,317857,011070
526,2018.09.13,130500,137500,138000,130000,852161,011070
527,2018.09.12,137000,138500,140000,136000,333128,011070
528,2018.09.11,138000,141000,142500,136000,375210,011070
529,2018.09.10,141000,145500,148000,140000,370530,011070
530,2018.09.07,146500,148000,148500,145500,210813,011070
531,2018.09.06,148000,148500,150000,145000,219962,011070
532,2018.09.05,149000,155500,155500,149000,229748,011070
533,2018.09.04,155500,149500,157000,148000,377030,011070
534,2018.09.03,149000,144500,150000,144500,268919,011070
535,2018.08.31,143500,145500,145500,142000,123156,011070
536,2018.08.30,145000,146500,146500,143000,142491,011070
537,2018.08.29,145000,143000,146000,142500,145269,011070
538,2018.08.28,143000,145000,147000,142500,349098,011070
539,2018.08.27,142000,139000,142500,137500,262338,011070
540,2018.08.24,137000,143000,143000,133500,782121,011070
541,2018.08.23,142000,140500,142500,138000,150953,011070
542,2018.08.22,139500,144000,145500,139000,193703,011070
543,2018.08.21,143000,139000,143500,136500,241288,011070
544,2018.08.20,139000,142500,145500,138500,189745,011070
545,2018.08.17,142500,148000,148500,142000,149496,011070
546,2018.08.16,146500,145500,147000,141500,212797,011070
547,2018.08.14,146000,147000,149000,139500,238113,011070
548,2018.08.13,146500,146500,150000,143500,162132,011070
549,2018.08.10,149000,155000,155500,147000,205557,011070
550,2018.08.09,155500,153500,155500,151000,126875,011070
551,2018.08.08,153000,157000,159000,152000,156243,011070
552,2018.08.07,157000,157500,159500,154500,140574,011070
553,2018.08.06,157500,163500,165000,156000,201841,011070
554,2018.08.03,164000,165000,165500,160500,153863,011070
555,2018.08.02,162500,164000,166000,160000,198749,011070
556,2018.08.01,162500,166500,170000,159000,322881,011070
557,2018.07.31,163000,162500,164000,160000,136360,011070
558,2018.07.30,163000,161000,166500,161000,261045,011070
559,2018.07.27,160500,159500,161500,157500,115860,011070
560,2018.07.26,158500,163500,166500,157000,288066,011070
561,2018.07.25,162500,163000,163000,160000,170304,011070
562,2018.07.24,161000,155500,161500,155500,142988,011070
563,2018.07.23,155000,157000,158500,150500,234183,011070
564,2018.07.20,158500,159000,160500,156500,124904,011070
565,2018.07.19,158000,161000,161500,156500,94944,011070
566,2018.07.18,160000,160000,162500,159000,125858,011070
567,2018.07.17,158000,163000,163500,157000,121429,011070
568,2018.07.16,162000,160000,163500,160000,96050,011070
569,2018.07.13,160000,158000,163500,157000,168005,011070
570,2018.07.12,158500,158000,161000,156000,218557,011070
571,2018.07.11,156000,156500,159500,153500,132688,011070
572,2018.07.10,157500,159000,160500,155500,107907,011070
573,2018.07.09,160500,156500,161000,156000,325136,011070
574,2018.07.06,156000,147500,156000,147500,564528,011070
575,2018.07.05,145500,142000,150000,142000,363258,011070
576,2018.07.04,139500,138000,142000,137000,81232,011070
577,2018.07.03,140500,143500,143500,136000,109609,011070
578,2018.07.02,142000,145000,146500,141000,113375,011070
579,2018.06.29,144500,140500,145000,140000,160170,011070
580,2018.06.28,140500,140500,141000,138000,121640,011070
581,2018.06.27,140000,140500,144000,139500,112186,011070
582,2018.06.26,141000,141500,145000,139500,160745,011070
583,2018.06.25,145000,138500,145000,135500,220431,011070
584,2018.06.22,139000,144000,145500,137000,439214,011070
585,2018.06.21,146000,146000,149000,145000,157257,011070
586,2018.06.20,146500,142000,148000,141500,177191,011070
587,2018.06.19,141500,147500,149000,141500,273473,011070
588,2018.06.18,148500,154000,154500,145000,364123,011070
589,2018.06.15,153500,155500,156500,152000,189507,011070
590,2018.06.14,155500,155000,156000,152000,262131,011070
591,2018.06.12,153000,149500,155000,149500,328885,011070
592,2018.06.11,148000,145000,149000,144500,418215,011070
593,2018.06.08,150500,150500,152000,147500,188886,011070
594,2018.06.07,151000,152000,154500,149000,203521,011070
595,2018.06.05,152000,149000,152000,147500,218709,011070
596,2018.06.04,150500,150000,152500,148000,238300,011070
597,2018.06.01,148000,144500,149500,141000,333894,011070
598,2018.05.31,144000,147500,147500,142500,263360,011070
599,2018.05.30,144500,143000,147000,142000,304188,011070
600,2018.05.29,144000,145500,146000,142000,275321,011070
601,2018.05.28,144500,136500,146000,136500,736884,011070
602,2018.05.25,137000,130500,138500,130000,624640,011070
603,2018.05.24,131000,130000,134000,129500,204994,011070
604,2018.05.23,128000,126500,132000,126500,218418,011070
605,2018.05.21,127000,128500,129500,126500,164663,011070
606,2018.05.18,128500,127500,129500,126500,134745,011070
607,2018.05.17,127000,129500,130500,127000,106266,011070
608,2018.05.16,129000,129000,130500,127000,84407,011070
609,2018.05.15,129000,132000,132000,128500,104750,011070
610,2018.05.14,132500,129500,132500,129000,153846,011070
611,2018.05.11,129000,130500,132000,128000,145884,011070
612,2018.05.10,129500,129000,130000,127000,263322,011070
613,2018.05.09,129500,130000,131500,128000,148916,011070
614,2018.05.08,130500,131000,132500,129000,352466,011070
615,2018.05.04,125000,127000,128000,124500,202349,011070
616,2018.05.03,128500,123500,130500,122000,448995,011070
617,2018.05.02,123500,119500,125000,119000,498629,011070
618,2018.04.30,116500,116500,118500,116000,235878,011070
619,2018.04.27,116500,119500,120500,116000,273931,011070
620,2018.04.26,118000,118500,121000,116500,457952,011070
621,2018.04.25,117500,120500,121500,117000,626155,011070
622,2018.04.24,125000,131000,131000,124500,385075,011070
623,2018.04.23,130500,133500,134000,130000,191045,011070
624,2018.04.20,132500,134500,136000,130500,318726,011070
625,2018.04.19,136500,133500,137000,131500,234140,011070
626,2018.04.18,135000,137000,137000,133000,239930,011070
627,2018.04.17,136500,131000,137500,129000,702301,011070
628,2018.04.16,131000,122500,131000,122500,494828,011070
629,2018.04.13,123000,127000,128000,123000,252270,011070
630,2018.04.12,126500,120000,126500,119500,451634,011070
631,2018.04.11,120000,119500,120500,118500,98746,011070
632,2018.04.10,119000,120000,120500,117500,92509,011070
633,2018.04.09,121000,119500,122000,119500,69858,011070
634,2018.04.06,120000,118500,121000,118500,128044,011070
635,2018.04.05,119500,117500,119500,115500,200516,011070
636,2018.04.04,116500,122500,122500,116000,345967,011070
637,2018.04.03,122500,120500,123000,120500,169374,011070
638,2018.04.02,123500,126000,126500,122500,130816,011070
639,2018.03.30,126000,125000,127500,123500,166956,011070
640,2018.03.29,123500,124000,124000,122500,133019,011070
641,2018.03.28,124000,124000,125000,122000,221745,011070
642,2018.03.27,126000,122500,126500,121500,223476,011070
643,2018.03.26,120000,119000,120500,117000,260091,011070
644,2018.03.23,120000,122500,124000,119000,503041,011070
645,2018.03.22,126500,131000,132000,125500,352323,011070
646,2018.03.21,131000,128500,131000,128000,101337,011070
647,2018.03.20,128500,127000,129500,126000,158080,011070
648,2018.03.19,128000,129000,129500,127500,155870,011070
649,2018.03.16,129500,132000,132500,128500,347177,011070
650,2018.03.15,133500,137000,137500,133000,283847,011070
651,2018.03.14,137500,135500,138000,133500,198865,011070
652,2018.03.13,135500,136500,137000,133500,452802,011070
653,2018.03.12,137500,137000,138500,136000,386275,011070
654,2018.03.09,134000,130000,135000,129500,299772,011070
655,2018.03.08,128500,129000,130000,128000,158228,011070
656,2018.03.07,127000,132500,132500,127000,211607,011070
657,2018.03.06,132500,128500,133500,127500,205295,011070
658,2018.03.05,127000,132000,132000,127000,204500,011070
659,2018.03.02,132000,129500,133000,129000,159884,011070
660,2018.02.28,132000,135000,136500,130500,314948,011070
661,2018.02.27,135500,133000,136000,132000,455468,011070
662,2018.02.26,131000,131000,133000,130500,331341,011070
663,2018.02.23,129000,125500,129000,124500,288450,011070
664,2018.02.22,124500,125000,126500,123500,152406,011070
665,2018.02.21,124500,126000,127500,123000,196540,011070
666,2018.02.20,125500,125500,127000,124500,130856,011070
667,2018.02.19,125000,128000,128500,124500,223131,011070
668,2018.02.14,125500,123500,126000,122000,197942,011070
669,2018.02.13,122000,126000,128000,122000,260878,011070
670,2018.02.12,124500,125000,126000,122500,162742,011070
671,2018.02.09,123000,122500,124000,120500,184381,011070
672,2018.02.08,126500,121500,126500,121500,249516,011070
673,2018.02.07,121000,125500,126500,121000,302792,011070
674,2018.02.06,122500,118000,123000,117500,397169,011070
675,2018.02.05,123500,124000,126000,123000,247412,011070
676,2018.02.02,127500,131000,132500,126000,463775,011070
677,2018.02.01,128500,126000,131000,125000,487650,011070
678,2018.01.31,125500,128000,129500,125500,442839,011070
679,2018.01.30,129500,130500,133500,129500,469144,011070
680,2018.01.29,130500,128000,132000,127500,484915,011070
681,2018.01.26,127000,126500,129000,126000,412126,011070
682,2018.01.25,126500,125000,127000,123000,642862,011070
683,2018.01.24,127000,127000,129500,126500,699480,011070
684,2018.01.23,130500,129000,132500,126500,601325,011070
685,2018.01.22,129000,128500,130000,126000,600558,011070
686,2018.01.19,132500,140000,140500,131000,1096410,011070
687,2018.01.18,140000,144500,145000,139500,411860,011070
688,2018.01.17,143000,144500,147500,141500,367226,011070
689,2018.01.16,146000,143000,147500,141000,318389,011070
690,2018.01.15,144500,145000,146000,143000,140423,011070
691,2018.01.12,146000,149500,150000,142000,524718,011070
692,2018.01.11,150500,149500,150500,147000,349462,011070
693,2018.01.10,149000,157000,157500,147500,603263,011070
694,2018.01.09,156500,153500,160500,149000,1239506,011070
695,2018.01.08,142000,148000,148500,139500,471519,011070
696,2018.01.05,145500,146000,148000,143000,236799,011070
697,2018.01.04,145000,148000,148500,144500,186790,011070
698,2018.01.03,147000,146000,148000,143500,254861,011070
699,2018.01.02,145000,147000,147000,142000,270085,011070
700,2017.12.28,144000,140000,145000,138500,190019,011070
701,2017.12.27,140500,135500,141000,135500,239441,011070
702,2017.12.26,136500,142000,143500,136000,504695,011070
703,2017.12.22,144000,140000,144500,136000,286087,011070
704,2017.12.21,139000,147500,148000,139000,575472,011070
705,2017.12.20,148000,149500,150000,147000,201650,011070
706,2017.12.19,148500,150000,152000,147000,326946,011070
707,2017.12.18,147000,149000,150500,146500,282952,011070
708,2017.12.15,147000,149000,150000,147000,163901,011070
709,2017.12.14,147500,148500,153500,147500,420436,011070
710,2017.12.13,149500,147000,151000,147000,286929,011070
711,2017.12.12,148500,153000,156500,147500,360906,011070
712,2017.12.11,153000,154500,155500,148500,366377,011070
713,2017.12.08,154000,156000,157000,152000,175032,011070
714,2017.12.07,154500,151000,155000,148000,598789,011070
715,2017.12.06,147000,159000,160000,146000,772501,011070
716,2017.12.05,159000,153000,159500,152500,376564,011070
717,2017.12.04,153000,162000,163000,151000,855780,011070
718,2017.12.01,161500,162500,165500,161000,300299,011070
719,2017.11.30,161000,166500,167000,160000,499564,011070
720,2017.11.29,169500,168500,172000,165500,269194,011070
721,2017.11.28,169000,170000,170500,165500,168037,011070
722,2017.11.27,168000,173000,175500,167500,211363,011070
723,2017.11.24,173000,173000,174000,170000,128997,011070
724,2017.11.23,173000,176500,177000,171500,139126,011070
725,2017.11.22,177000,178000,178000,174500,207214,011070
726,2017.11.21,175500,170500,175500,168500,264168,011070
727,2017.11.20,170000,172500,172500,166500,196099,011070
728,2017.11.17,169500,167000,173000,166500,346935,011070
729,2017.11.16,164000,164000,166500,162000,216339,011070
730,2017.11.15,164500,166500,169000,163000,194507,011070
731,2017.11.14,166500,161500,167000,159000,275480,011070
732,2017.11.13,161000,170500,171000,160500,530564,011070
733,2017.11.10,171000,168500,172000,164000,265610,011070
734,2017.11.09,170000,176500,177000,169000,363032,011070
735,2017.11.08,175000,173000,178000,173000,137415,011070
736,2017.11.07,175000,170500,175500,170000,173198,011070
737,2017.11.06,171000,174500,175000,169500,178697,011070
738,2017.11.03,173000,180000,181000,170000,450579,011070
739,2017.11.02,174000,176500,177500,172000,173892,011070
740,2017.11.01,176500,174000,177500,170500,293406,011070
741,2017.10.31,172000,180000,183000,170500,405484,011070
742,2017.10.30,178000,184000,185000,175500,259767,011070
743,2017.10.27,178000,175000,180500,172000,295323,011070
744,2017.10.26,175000,174500,182000,173000,1069598,011070
745,2017.10.25,168500,169000,172000,167000,264325,011070
746,2017.10.24,167000,167500,169500,165000,141397,011070
747,2017.10.23,168000,158500,170000,156000,334260,011070
748,2017.10.20,157500,157000,161000,155500,198625,011070
749,2017.10.19,155500,162500,162500,154500,303579,011070
750,2017.10.18,162500,163500,163500,159000,167134,011070
751,2017.10.17,162000,160000,163500,160000,204213,011070
752,2017.10.16,157000,164500,165000,156000,260771,011070
753,2017.10.13,163500,165500,171500,161500,364068,011070
754,2017.10.12,164500,166000,168000,163000,290460,011070
755,2017.10.11,166000,157500,166500,157000,475518,011070
756,2017.10.10,155000,151000,157500,148000,440152,011070
757,2017.09.29,154000,149000,154500,147500,216046,011070
758,2017.09.28,148500,156500,157000,148000,439301,011070
759,2017.09.27,155500,154000,159500,153000,396540,011070
760,2017.09.26,152000,148500,154000,146500,263768,011070
761,2017.09.25,150500,148000,152500,145500,517988,011070
762,2017.09.22,149000,154000,155500,148000,546461,011070
763,2017.09.21,155500,162500,162500,154500,525518,011070
764,2017.09.20,163500,169500,171500,162000,415116,011070
765,2017.09.19,169500,172500,173000,168000,207770,011070
766,2017.09.18,172000,171000,173500,168500,306070,011070
767,2017.09.15,169000,172000,172000,167500,374587,011070
768,2017.09.14,173000,168500,176500,168500,410290,011070
769,2017.09.13,168500,170000,171000,165500,532881,011070
770,2017.09.12,171500,174500,176000,170000,271669,011070
771,2017.09.11,171500,170500,174500,168500,280892,011070
772,2017.09.08,169500,172500,176500,167500,353820,011070
773,2017.09.07,173500,177000,177500,172500,196709,011070
774,2017.09.06,174500,175500,178500,173000,141759,011070
775,2017.09.05,176500,178500,180000,174500,128390,011070
776,2017.09.04,178500,172000,180500,171500,228956,011070
777,2017.09.01,178000,185000,185000,175000,390118,011070
778,2017.08.31,184500,187000,188000,182000,179459,011070
779,2017.08.30,184000,180500,184000,179000,164708,011070
780,2017.08.29,179000,172000,179000,170000,191035,011070
781,2017.08.28,172000,176000,178500,172000,132620,011070
782,2017.08.25,177000,177500,179000,175500,69890,011070
783,2017.08.24,177500,178500,181000,176000,115229,011070
784,2017.08.23,177000,175500,180000,175000,240942,011070
785,2017.08.22,172500,169500,173000,167500,100307,011070
786,2017.08.21,167500,170000,174000,167000,109336,011070
787,2017.08.18,170000,163000,170000,163000,105161,011070
788,2017.08.17,167500,166500,169000,164500,81188,011070
789,2017.08.16,168000,167000,171000,166500,164781,011070
790,2017.08.14,165000,165500,166000,162000,121652,011070
791,2017.08.11,161500,158500,164000,157500,177345,011070
792,2017.08.10,164000,157000,164000,156500,225604,011070
793,2017.08.09,159000,160000,162500,157500,157114,011070
794,2017.08.08,162500,161500,164000,160500,173374,011070
795,2017.08.07,160500,161000,164500,160000,111340,011070
796,2017.08.04,162000,163000,165000,160000,139209,011070
797,2017.08.03,162500,163500,166500,161000,191514,011070
798,2017.08.02,165000,163000,165500,157000,520279,011070
799,2017.08.01,149500,150000,151500,145500,260794,011070
800,2017.07.31,150000,148000,152000,147000,148782,011070
801,2017.07.28,150500,157500,159000,149000,362399,011070
802,2017.07.27,161500,156500,166500,156000,269232,011070
803,2017.07.26,157500,164000,164000,153500,220657,011070
804,2017.07.25,162000,168000,169000,162000,142646,011070
805,2017.07.24,167000,161000,168500,160000,199829,011070
806,2017.07.21,161000,157000,162000,157000,85538,011070
807,2017.07.20,158000,159500,160500,155500,83950,011070
808,2017.07.19,159000,161000,164500,157000,165005,011070
809,2017.07.18,160500,159000,161500,156000,126490,011070
810,2017.07.17,158000,153500,159000,153500,137975,011070
811,2017.07.14,153000,157500,158500,152000,187435,011070
812,2017.07.13,157500,156000,163500,154000,249549,011070
813,2017.07.12,153000,160000,161000,152000,189951,011070
814,2017.07.11,159500,158500,160000,154000,112999,011070
815,2017.07.10,157000,158000,158500,151000,155554,011070
816,2017.07.07,156000,156500,160500,155500,126599,011070
817,2017.07.06,159500,163500,164500,158500,143851,011070
818,2017.07.05,161000,158500,163500,157500,161561,011070
819,2017.07.04,157500,158500,162500,157000,136616,011070
820,2017.07.03,159500,164000,164500,155500,226468,011070
821,2017.06.30,165000,157500,165500,154500,253514,011070
822,2017.06.29,161500,164500,165500,160000,183273,011070
823,2017.06.28,161500,170500,172000,160000,459122,011070
824,2017.06.27,172500,176500,177500,170500,240959,011070
825,2017.06.26,175000,163500,176500,163000,356493,011070
826,2017.06.23,162500,159000,162500,155500,142281,011070
827,2017.06.22,161500,164500,165000,160000,143603,011070
828,2017.06.21,164500,160500,164500,156500,134599,011070
829,2017.06.20,161500,165000,165500,160500,243381,011070
830,2017.06.19,163500,158000,163500,155000,208984,011070
831,2017.06.16,157000,157500,162500,156000,327854,011070
832,2017.06.15,157500,154000,161500,154000,356160,011070
833,2017.06.14,154000,155000,159000,152500,330246,011070
834,2017.06.13,150500,146000,154000,144500,288778,011070
835,2017.06.12,147000,151000,151000,145000,400911,011070
836,2017.06.09,155500,152500,159000,152000,295970,011070
837,2017.06.08,151500,140000,152000,140000,559166,011070
838,2017.06.07,141000,135500,141000,134000,224086,011070
839,2017.06.05,135000,135500,139000,134000,163086,011070
840,2017.06.02,135500,132000,135500,131500,127561,011070
841,2017.06.01,131500,134500,135000,130500,126848,011070
842,2017.05.31,134000,136500,137500,133000,259111,011070
843,2017.05.30,138000,139500,142000,137000,196513,011070
844,2017.05.29,138500,134000,139000,133000,215983,011070
845,2017.05.26,133000,130500,134500,130000,190223,011070
846,2017.05.25,130000,133500,134000,129000,196889,011070
847,2017.05.24,133500,131500,134500,131000,249702,011070
848,2017.05.23,130000,128000,132500,127500,145904,011070
849,2017.05.22,128000,130000,130500,127000,105476,011070
850,2017.05.19,129000,128500,130500,128000,103305,011070
851,2017.05.18,128500,128500,131000,128000,114967,011070
852,2017.05.17,130000,130500,131500,128000,199546,011070
853,2017.05.16,131000,133500,135500,131000,82055,011070
854,2017.05.15,133000,133000,133500,131000,114594,011070
855,2017.05.12,133000,135000,135500,132500,122519,011070
856,2017.05.11,135500,136000,137500,133500,326482,011070
857,2017.05.10,134500,133000,137000,132000,330724,011070
858,2017.05.08,130500,130500,131500,129000,186446,011070
859,2017.05.04,129500,126000,130500,126000,256099,011070
860,2017.05.02,128500,131000,132500,128000,206236,011070
861,2017.04.28,131500,129500,133000,128000,399190,011070
862,2017.04.27,130500,132000,133000,129000,358207,011070
863,2017.04.26,137500,140000,140000,136000,156897,011070
864,2017.04.25,140000,138500,141000,138000,155959,011070
865,2017.04.24,139000,143000,143000,138000,133923,011070
866,2017.04.21,143000,135500,143000,134500,344564,011070
867,2017.04.20,134000,135000,136000,133500,90079,011070
868,2017.04.19,135000,133000,135000,132500,90569,011070
869,2017.04.18,133500,132000,134000,130500,138796,011070
870,2017.04.17,131000,133000,134000,129000,140163,011070
871,2017.04.14,132500,136000,137000,131500,109959,011070
872,2017.04.13,136000,135500,139000,134000,217527,011070
873,2017.04.12,134500,132000,135500,130000,160573,011070
874,2017.04.11,130000,132000,134500,128500,177405,011070
875,2017.04.10,131000,135000,136500,131000,100811,011070
876,2017.04.07,136500,133500,138000,132500,175417,011070
877,2017.04.06,132500,135500,136500,132000,207423,011070
878,2017.04.05,136500,137000,137500,134000,96535,011070
879,2017.04.04,135500,135500,137000,134000,160545,011070
880,2017.04.03,135500,140000,140000,134500,191409,011070
881,2017.03.31,136500,139500,141500,136500,110435,011070
882,2017.03.30,139000,138000,140000,132500,301598,011070
883,2017.03.29,139000,139000,141000,136500,125389,011070
884,2017.03.28,138500,140000,141000,136500,108459,011070
885,2017.03.27,138000,139500,142000,136000,114698,011070
886,2017.03.24,139000,141000,145000,138500,178818,011070
887,2017.03.23,142000,139000,144500,138000,283864,011070
888,2017.03.22,137000,137000,141000,135000,250178,011070
889,2017.03.21,138500,132000,140000,130000,281795,011070
890,2017.03.20,130500,132500,133500,129000,157747,011070
891,2017.03.17,132000,130000,133000,129500,166557,011070
892,2017.03.16,130000,130000,130500,128000,177341,011070
893,2017.03.15,129500,125500,129500,125500,217822,011070
894,2017.03.14,127000,129000,130500,126500,129957,011070
895,2017.03.13,129500,127000,129500,123500,172956,011070
896,2017.03.10,126500,128500,129000,123000,216907,011070
897,2017.03.09,129000,126500,129000,125500,216067,011070
898,2017.03.08,126000,123500,126000,123000,137240,011070
899,2017.03.07,124000,125500,126000,123000,123768,011070
900,2017.03.06,125500,125000,127500,123500,146288,011070
901,2017.03.03,125000,121000,125000,119500,186984,011070
902,2017.03.02,122000,121500,124000,120500,191236,011070
903,2017.02.28,120000,122000,122500,118500,211656,011070
904,2017.02.27,122000,121000,123000,117000,310805,011070
905,2017.02.24,120500,124500,124500,118000,465200,011070
906,2017.02.23,125000,120500,125000,119500,437588,011070
907,2017.02.22,120000,119500,120500,116500,419467,011070
908,2017.02.21,117500,115000,118000,114000,256305,011070
909,2017.02.20,114500,111000,115500,108500,321280,011070
910,2017.02.17,110500,109000,110500,107000,182632,011070
911,2017.02.16,108000,108500,108500,106000,96329,011070
912,2017.02.15,108000,107000,108500,106500,145675,011070
913,2017.02.14,107000,106000,108500,105000,172043,011070
914,2017.02.13,105000,105500,107500,104000,179517,011070
915,2017.02.10,105500,109500,109500,105500,143035,011070
916,2017.02.09,108500,106500,110000,105500,246241,011070
917,2017.02.08,105500,105000,106500,103000,199144,011070
918,2017.02.07,106000,105000,106000,103500,124969,011070
919,2017.02.06,104000,104500,105000,103000,128140,011070
920,2017.02.03,104000,103000,104000,101000,207942,011070
921,2017.02.02,102500,101000,103500,99800,302935,011070
922,2017.02.01,100000,99800,102000,99200,226690,011070
923,2017.01.31,99100,98800,99800,98000,340659,011070
924,2017.01.26,99300,99500,101000,97200,385033,011070
925,2017.01.25,99100,92500,100000,92500,972100,011070
926,2017.01.24,91700,91300,92400,90600,156888,011070
927,2017.01.23,90000,90100,91500,89600,242353,011070
928,2017.01.20,89300,88000,89400,87100,66500,011070
929,2017.01.19,88000,89800,90300,87200,117857,011070
930,2017.01.18,89500,89700,90600,89100,124192,011070
931,2017.01.17,89000,88300,89700,88300,66666,011070
932,2017.01.16,88500,90100,90100,88200,86494,011070
933,2017.01.13,89800,88800,90600,88800,99864,011070
934,2017.01.12,89100,91200,91200,88800,158406,011070
935,2017.01.11,91200,88700,91300,88700,107932,011070
936,2017.01.10,89400,90100,90500,89100,65620,011070
937,2017.01.09,90700,90800,91300,88700,139019,011070
938,2017.01.06,90800,89200,91200,89200,178458,011070
939,2017.01.05,89500,87600,90500,87600,149276,011070
940,2017.01.04,87600,87500,88300,87200,74226,011070
941,2017.01.03,87500,85700,87700,85700,131408,011070
942,2017.01.02,85600,87400,87900,84700,171299,011070
943,2016.12.29,88400,88000,88600,87100,65485,011070
944,2016.12.28,88000,87400,88600,87100,74914,011070
945,2016.12.27,87600,86000,88300,86000,145578,011070
946,2016.12.26,86000,87000,87500,85400,73392,011070
947,2016.12.23,87000,87400,87600,86500,92536,011070
948,2016.12.22,87000,86300,87500,85000,275946,011070
949,2016.12.21,84400,82800,84800,82800,79643,011070
950,2016.12.20,83100,82600,83900,82600,72093,011070
951,2016.12.19,82500,85700,85700,82500,114767,011070
952,2016.12.16,84900,83700,85300,83300,129429,011070
953,2016.12.15,84000,82700,84500,82500,92274,011070
954,2016.12.14,83200,83200,84500,83200,85282,011070
955,2016.12.13,83200,84000,84300,82400,114124,011070
956,2016.12.12,83800,83600,84200,83400,51295,011070
957,2016.12.09,83700,82900,85400,82900,194870,011070
958,2016.12.08,82800,83500,84300,82200,119683,011070
959,2016.12.07,82900,82500,83300,82200,97668,011070
960,2016.12.06,82900,81300,83100,81000,156276,011070
961,2016.12.05,80900,79400,81200,78500,114347,011070
962,2016.12.02,79600,80800,80800,78600,140347,011070
963,2016.12.01,81100,81200,82100,80500,118570,011070
964,2016.11.30,81100,82500,82800,81100,160498,011070
965,2016.11.29,83000,80100,83500,79900,521605,011070
966,2016.11.28,80200,77200,80300,77100,335834,011070
967,2016.11.25,76400,75100,76600,74900,70011,011070
968,2016.11.24,74900,75200,76200,74700,82253,011070
969,2016.11.23,76000,76700,77200,75900,116320,011070
970,2016.11.22,77100,76700,77400,76600,57505,011070
971,2016.11.21,76800,78000,78000,76300,53500,011070
972,2016.11.18,77600,78600,79000,77300,69415,011070
973,2016.11.17,78600,78200,79000,78200,41221,011070
974,2016.11.16,78100,77200,79500,77200,153739,011070
975,2016.11.15,76800,77000,78700,76800,89089,011070
976,2016.11.14,77500,76300,77900,76300,96078,011070
977,2016.11.11,76800,78500,78900,76600,156513,011070
978,2016.11.10,79000,79700,80300,78800,156913,011070
979,2016.11.09,78600,79800,80700,75900,254941,011070
980,2016.11.08,79100,79700,79700,78700,74538,011070
981,2016.11.07,79600,78200,79600,78100,154529,011070
982,2016.11.04,77300,75300,78600,75300,112231,011070
983,2016.11.03,76100,74600,76700,74600,91485,011070
984,2016.11.02,75100,76600,77000,74800,145298,011070
985,2016.11.01,77200,77100,77700,76300,113932,011070
986,2016.10.31,78000,77200,78100,76700,150083,011070
987,2016.10.28,78000,77600,78100,76200,144073,011070
988,2016.10.27,77600,79100,80800,77300,179389,011070
989,2016.10.26,79000,77000,79200,76100,162309,011070
