date,ticker,link,headline,neg,neu,pos,compound
2020-01-06,AAPL,https://www.investing.com/news/general/anythingcanhappen-golden-globes-kick-off-crowded-awards-season-2052508,'1917' upsets Hollywood awards season as Globes host Gervais goes for broke By Reuters,0.087,0.74,0.172,0.996
2020-01-06,AAPL,https://www.investing.com/news/technology-news/amazon-fire-tv-crosses-40-million-active-users-globally-2053203,Amazon Fire TV crosses 40 million active users globally By Reuters,0.062,0.815,0.12300000000000001,0.7269
2020-01-06,AAPL,https://www.investing.com/news/stock-market-news/byron-wien-predicts-sp-500-will-top-3500-as-fed-cuts-rates-2053424,"Byron Wien Predicts S&P 500 Will Top 3,500 as Fed Cuts Rates By Bloomberg",0.069,0.7829999999999999,0.147,0.9852
2020-01-07,AAPL,https://www.investing.com/news/technology-news/chinas-realme-aims-to-double-smartphone-shipments-in-2020-to-50-million-2053714,China's Realme aims to double smartphone shipments in 2020 to 50 million By Reuters,0.011000000000000001,0.937,0.052000000000000005,0.9359999999999999
2020-01-07,AAPL,https://www.investing.com/news/stock-market-news/south-koreas-lg-display-to-end-domestic-production-of-lcd-tv-panels-by-end-of-2020-2053801,South Korea's LG Display to end domestic production of LCD TV panels by end of 2020 By Reuters,0.023,0.9520000000000001,0.025,0.4497
2020-01-08,AAPL,https://www.investing.com/news/technology-news/defying-critics-ivanka-trump-draws-applause-at-tech-show-2054901,"Defying critics, Ivanka Trump draws applause at tech show By Reuters",0.038,0.8490000000000001,0.113,0.9764
2020-01-08,AAPL,https://www.investing.com/news/stock-market-news/apples-news-service-reaches-100-million-users-app-store-sales-expand-2054783,"Apple News users reach 100 million, App Store sales rise By Reuters",0.01,0.867,0.12300000000000001,0.9847
2020-01-08,AAPL,https://www.investing.com/news/stock-market-news/stocks--nasdaq-hits-record-highs-as-trump-holds-off-military-action-on-iran-2055350,Stocks - Nasdaq Hits Record Highs as Trump Holds off Military Action on Iran By Investing.com,0.07200000000000001,0.774,0.154,0.9697
2020-01-09,AAPL,https://www.investing.com/news/technology-news/chinese-internet-firms-falling-behind-on-renewable-energy-goals-greenpeace-2055561,Chinese internet firms falling behind on renewable energy goals: Greenpeace By Reuters,0.032,0.863,0.105,0.9745
2020-01-09,AAPL,https://www.investing.com/news/stock-market-news/apples-iphone-sales-in-china-up-18-in-december-government-data-2055747,Apple's iPhone sales in China up 18% in December: government data By Reuters,0.012,0.9209999999999999,0.067,0.8689
2020-01-09,AAPL,https://www.investing.com/news/stock-market-news/stocks--wall-street-to-post-strong-gains-at-open-2055787,Stocks - Wall Street to Post Strong Gains at Open By Investing.com,0.05,0.868,0.083,0.802
2020-01-09,AAPL,https://www.investing.com/news/stock-market-news/apple-notches-another-alltime-high-china-iphone-sales-pop-2056083,Apple Notches Another All-Time High; China iPhone Sales Pop By Investing.com,0.0,0.9420000000000001,0.057999999999999996,0.7964
2020-01-09,AAPL,https://www.investing.com/news/stock-market-news/stocks-wall-street-notches-record-highs-as-geopolitical-jitters-ease-2056331,Stocks: Wall Street Notches Record Highs as Geopolitical Jitters Ease By Investing.com,0.067,0.845,0.08800000000000001,0.3182
2020-01-09,AAPL,https://www.investing.com/news/stock-market-news/wall-street-hits-record-highs-on-trade-optimism-apple-gains-2055840,"Wall Street notches records on trade optimism, Apple gains By Reuters",0.079,0.825,0.096,0.5423
2020-01-09,AAPL,https://www.investing.com/news/stock-market-news/us-stocks-higher-at-close-of-trade-dow-jones-industrial-average-up-074-2056425,U.S. stocks higher at close of trade; Dow Jones Industrial Average up 0.74% By Investing.com,0.039,0.892,0.07,0.8859999999999999
2020-01-10,AAPL,https://www.investing.com/news/stock-market-news/asian-markets-remain-upbeat-tech-stocks-in-focuson-apple-surge-2056522,"Asian markets remain upbeat, tech stocks in focus on Apple surge By Investing.com",0.015,0.895,0.09,0.9612
2020-01-10,AAPL,https://www.investing.com/news/world-news/explainer-what-is-at-stake-in-taiwans-election-2056544,Explainer: What is at stake in Taiwan's election By Reuters,0.059000000000000004,0.852,0.08900000000000001,0.9589
2020-01-10,AAPL,https://www.investing.com/news/economy/brussels-edition-a-trillioneuro-pile-of-green-cash-2056577,Brussels Edition: A Trillion-Euro Pile of Green Cash By Bloomberg,0.055,0.8690000000000001,0.076,0.9376
2020-01-10,AAPL,https://www.investing.com/news/world-news/obamas-not-kardashians-likely-to-be-model-as-meghan-and-harry-seek-fresh-brand-2056609,"Obamas, not Kardashians, likely to be model as Meghan and Harry seek fresh brand By Reuters",0.01,0.929,0.061,0.9601
2020-01-10,AAPL,https://www.investing.com/news/stock-market-news/premarket-movers--eli-lilley-boeing-in-view-2056817,"Pre-market Movers - Eli Lilley, Boeing in View By Investing.com",0.025,0.9470000000000001,0.027999999999999997,0.0516
2020-01-10,AAPL,https://www.investing.com/news/stock-market-news/dow-surpasses-29000-as-investors-look-past-weak-jobs-data-2056774,"Wall Streets trades near record high, brushes off weak jobs data By Reuters",0.028999999999999998,0.904,0.068,0.9287
2020-01-10,AAPL,https://www.investing.com/news/technology-news/goldman-sachs-finally-launches-app-for-online-bank-marcus-2057039,Goldman Sachs finally launches app for online bank Marcus By Reuters,0.021,0.9209999999999999,0.057999999999999996,0.7906
2020-01-11,AAPL,https://www.investing.com/news/technology-news/apple-pushes-recycling-with-robot-but-mined-metals-still-needed-2057154,Apple pushes recycling of iPhone with 'Daisy' robot By Reuters,0.028999999999999998,0.9470000000000001,0.025,0.1027
2020-01-13,AAPL,https://www.investing.com/news/stock-market-news/tech-sector-leads-stocks-higher-bonds-decline-markets-wrap-2058162,Tech Sector Leads Stocks Higher; Bonds Decline: Markets Wrap By Bloomberg,0.044000000000000004,0.82,0.13699999999999998,0.9864
2020-01-13,AAPL,https://www.investing.com/news/stock-market-news/stockbeat--apple-continues-march-into-record-territory-on-upgrade-2058234,StockBeat : Apple Continues March Into Record Territory on Upgrade By Investing.com,0.024,0.9179999999999999,0.057999999999999996,0.871
2020-01-13,AAPL,https://www.investing.com/news/stock-market-news/tech-leads-stocks-to-record-highs-bonds-decline-markets-wrap-2058249,Tech Leads Stocks to Record Highs; Bonds Decline: Markets Wrap By Bloomberg,0.048,0.8320000000000001,0.12,0.98
2020-01-13,AAPL,https://www.investing.com/news/stock-market-news/roku-jumps-as-it-impresses-in-las-vegas-2058341,Roku Jumps as It Impresses in Las Vegas By Investing.com,0.0,0.888,0.11199999999999999,0.9259999999999999
2020-01-13,AAPL,https://www.investing.com/news/stock-market-news/stocks--sp-nasdaq-hit-alltime-highs-as-tech-continues-to-shine-2058357,"Stocks - S&P, Nasdaq Hit All-Time Highs as Tech Continues to Shine By Investing.com",0.021,0.9229999999999999,0.055999999999999994,0.8979
2020-01-13,AAPL,https://www.investing.com/news/stock-market-news/us-stocks-higher-at-close-of-trade-dow-jones-industrial-average-up-029-2058457,U.S. stocks higher at close of trade; Dow Jones Industrial Average up 0.29% By Investing.com,0.046,0.883,0.071,0.8225
2020-01-14,AAPL,https://www.investing.com/news/stock-market-news/us-regulators-to-review-2018-fatal-tesla-crash-in-california-2059135,U.S. agency to determine cause of 2018 fatal Tesla 'Autopilot' crash By Reuters,0.161,0.773,0.067,-0.9937
2020-01-14,AAPL,https://www.investing.com/news/stock-market-news/disney-app-reportedly-downloaded-41m-times-shares-climb-2059251,Disney+ App Reportedly Downloaded 41M Times; Shares Climb By Investing.com,0.012,0.91,0.078,0.7906
2020-01-14,AAPL,https://www.investing.com/news/technology-news/google-cutting-web-cookies-ending-lucrative-tracking-tool-for-advertisers-2059376,"Google cutting web cookies, ending lucrative tracking tool for advertisers By Reuters",0.047,0.868,0.085,0.9419
2020-01-14,AAPL,https://www.investing.com/news/stock-market-news/stocks--sp-eases-from-record-as-trade-optimism-cools-2059419,Stocks - S&P Eases From Record as Trade Optimism Cools By Investing.com,0.04,0.8640000000000001,0.096,0.9285
2020-01-14,AAPL,https://www.investing.com/news/stock-market-news/us-stocks-mixed-at-close-of-trade-dow-jones-industrial-average-up-011-2059497,U.S. stocks mixed at close of trade; Dow Jones Industrial Average up 0.11% By Investing.com,0.066,0.872,0.062,-0.6249
2020-01-15,AAPL,https://www.investing.com/news/stock-market-news/trump-says-apple-refusing-to-unlock-phones-used-by-killers-drug-dealers-2059556,Trump criticizes Apple's encryption stance on Pensacola phones By Reuters,0.084,0.8340000000000001,0.083,-0.5707
2020-01-15,AAPL,https://www.investing.com/news/technology-news/mnuchin-urges-apple-other-tech-companies-to-work-with-law-enforcement-2059991,"Mnuchin urges Apple, other tech companies to work with law enforcement By Reuters",0.048,0.902,0.051,-0.0635
2020-01-16,AAPL,https://www.investing.com/news/general/director-says-in-lawsuit-apple-shyamalan-stole-her-movie-2060542,"Director says in lawsuit Apple, Shyamalan stole her movie By Reuters",0.07,0.856,0.075,0.1513
2020-01-16,AAPL,https://www.investing.com/news/technology-news/taiwans-tsmc-forecasts-sharp-rise-in-first-quarter-revenue-bets-on-robust-5g-demand-2060764,"Taiwan's TSMC forecasts sharp rise in first quarter revenue, bets on robust 5G demand By Reuters",0.052000000000000005,0.828,0.12,0.9942
2020-01-16,AAPL,https://www.investing.com/news/cryptocurrency-news/zcash-poised-to-finally-have-private-transactions-on-mobile-with-sdk-release-2060905,Zcash Poised to Finally Have Private Transactions on Mobile With SDK Release By Cointelegraph,0.0,0.9420000000000001,0.057999999999999996,0.5994
2020-01-16,AAPL,https://www.investing.com/news/stock-market-news/what-to-watch-as-fourthquarter-earnings-kick-into-high-gear-2060880,What to watch as fourth-quarter earnings kick into high gear By Reuters,0.025,0.866,0.109,0.9879
2020-01-16,AAPL,https://www.investing.com/news/economy/comic-markets-brace-for-earnings-parade-as-wall-street-notches-fresh-record-highs-2060952,Comic: Markets Brace for Earnings Parade as Wall Street Notches Fresh Record Highs By Investing.com,0.0,0.9540000000000001,0.046,0.8176
2020-01-16,AAPL,https://www.investing.com/news/stock-market-news/iphone-maker-wades-into-electric-cars-with-fiat-joint-venture-2061346,IPhone Maker Wades Into Electric Cars With Fiat Joint Venture By Bloomberg,0.006,0.94,0.054000000000000006,0.8893
2020-01-16,AAPL,https://www.investing.com/news/technology-news/factbox-big-tech-and-their-carbon-pledges-2061275,Factbox: Big Tech and their carbon pledges By Reuters,0.013999999999999999,0.9129999999999999,0.073,0.9819
2020-01-16,AAPL,https://www.investing.com/news/stock-market-news/stocks--wall-street-clinches-fresh-record-google-joins-1-trillion-club-2061454,Stocks - Wall Street Clinches Fresh Record; Google Joins $1 Trillion Club By Investing.com,0.05,0.813,0.13699999999999998,0.9578
2020-01-16,AAPL,https://www.investing.com/news/stock-market-news/alphabet-public-market-capitalization-tops-1-trillion-2061459,Alphabet public market capitalization tops $1 trillion By Reuters,0.0,0.9329999999999999,0.067,0.4588
2020-01-17,AAPL,https://www.investing.com/news/technology-news/comcast-late-to-the-streaming-party-to-give-details-of-nbcs-peacock-service-2060807,"Comcast bets ads work on streaming TV, plans NBC Peacock debut for April By Reuters",0.025,0.917,0.059000000000000004,0.9590000000000001
2020-01-17,AAPL,https://www.investing.com/news/stock-market-news/which-company-just-hit-1-trillion-google-it-2061493,Which company just hit $1 trillion? Google it. By Reuters,0.027000000000000003,0.878,0.095,0.987
2020-01-17,AAPL,https://www.investing.com/news/economy/take-five-a-week-in-central-banking-2062063,Take Five: A week in central banking By Reuters,0.053,0.847,0.1,0.9934
2020-01-17,AAPL,https://www.investing.com/news/stock-market-news/wall-streets-trilliondollar-club-dwarfs-europe-inc-2062103,Wall Street's trillion-dollar club dwarfs Europe Inc By Reuters,0.016,0.8590000000000001,0.125,0.9761
2020-01-17,AAPL,https://www.investing.com/news/stock-market-news/stockbeat-apple-in-crosshairs-on--iphone-5g-debate-2062263,StockBeat: Apple in Crosshairs on  iPhone 5G Debate By Investing.com,0.07200000000000001,0.8809999999999999,0.047,-0.4723
2020-01-17,AAPL,https://www.investing.com/news/stock-market-news/stocks--sp-caps-week-with-record-highs-as-tech-keeps-shining-2062395,Stocks - S&P Caps Week With Record Highs as Tech Keeps Shining By Investing.com,0.047,0.845,0.10800000000000001,0.93
2020-01-17,AAPL,https://www.investing.com/news/stock-market-news/with-market-at-record-highs-eyes-on-reports-from-chipmakers-2062440,"With market at record highs, eyes on reports from chipmakers By Reuters",0.034,0.875,0.091,0.9887
2020-01-17,AAPL,https://www.investing.com/news/technology-news/break-up-big-techs-monopoly-smaller-rivals-join-growing-chorus-ahead-of-congress-hearing-2061808,"Break up big tech's 'monopoly', smaller rivals tell Congress hearing By Reuters",0.053,0.88,0.067,0.7814
2020-01-19,AAPL,https://www.investing.com/news/general/apples-morning-show-will-deal-with-chaos-left-behind-in-new-season-2062851,Apple's 'Morning Show' will deal with 'chaos' left behind in new season By Reuters,0.10099999999999999,0.8170000000000001,0.081,-0.6369
2020-01-20,AAPL,https://www.investing.com/news/general/brad-pitt-joaquin-phoenix-up-for-more-awards-at-hollywoods-sag-ceremony-2062739,"'Parasite' scores historic upset at SAG awards, boosting Oscar chances By Reuters",0.051,0.732,0.217,0.9990000000000001
2020-01-20,AAPL,https://www.investing.com/news/technology-news/apples-cook-says-global-corporate-tax-system-must-be-overhauled-2063106,Apple's Cook says global corporate tax system must be overhauled By Reuters,0.013999999999999999,0.904,0.08199999999999999,0.9727
2020-01-20,AAPL,https://www.investing.com/news/stock-market-news/wincrest-net-short-us-stocks-says-lofty-valuations-dangerous-2063273,"Wincrest, net short U.S. stocks, says lofty valuations dangerous By Reuters",0.037000000000000005,0.809,0.154,0.9956
2020-01-21,AAPL,https://www.investing.com/news/stock-market-news/stocks--halliburton-uber-rise-in-premarket-boeing-lags-2063801,"Stocks - Halliburton, Uber Rise in Premarket; Boeing Lags By Investing.com",0.038,0.872,0.09,0.9517
2020-01-21,AAPL,https://www.investing.com/news/technology-news/disney-moves-up-uk-western-europe-launch-by-a-week-2063697,"Disney+ to launch in UK, Western Europe earlier than planned By Reuters",0.0,0.935,0.065,0.946
2020-01-21,AAPL,https://www.investing.com/news/stock-market-news/stocks--wall-street-opens-lower-on-virus-fears-airlines-hit-2063920,Stocks - Wall Street Opens Lower on Virus Fears; Airlines Hit By Investing.com,0.081,0.843,0.076,-0.3269
2020-01-21,AAPL,https://www.investing.com/news/stock-market-news/honda-to-join-white-house-initiative-to-boost-us-job-training-2063977,Honda to join White House initiative to boost U.S. job training By Reuters,0.040999999999999995,0.883,0.076,0.4019
2020-01-21,AAPL,https://www.investing.com/news/stock-market-news/the-greta-and-trump-show--davos-highlights-on-tuesday-2064158,The Greta and Trump show - Davos highlights on Tuesday By Reuters,0.040999999999999995,0.851,0.10800000000000001,0.9840000000000001
2020-01-21,AAPL,https://www.investing.com/news/stock-market-news/apple-lawsuit-tests-if-an-employee-can-plan-rival-startup-while-on-payroll-2063648,Apple lawsuit tests if an employee can plan rival startup while on payroll By Reuters,0.052000000000000005,0.861,0.086,0.9502
2020-01-21,AAPL,https://www.investing.com/news/stock-market-news/exclusive-apple-dropped-plan-for-encrypting-backups-after-fbi-complained--sources-2063709,Exclusive: Apple dropped plan for encrypting backups after FBI complained - sources By Reuters,0.046,0.9209999999999999,0.033,-0.9417
2020-01-21,AAPL,https://www.investing.com/news/stock-market-news/stocks--sp-falls-as-us-coronavirus-scare-sours-sentiment-2064272,Stocks - S&P Falls as U.S Coronavirus Scare Sours Sentiment By Investing.com,0.061,0.8809999999999999,0.057,-0.2023
2020-01-21,AAPL,https://www.investing.com/news/stock-market-news/netflix-earnings-beat-in-q4--but-weaker-outlook-points-to-rising-competition-2064278,"Netflix Earnings Beat in Q4,  but Weaker Outlook Points to Rising Competition By Investing.com",0.045,0.828,0.127,0.9888
2020-01-22,AAPL,https://www.investing.com/news/stock-market-news/trump-to-break-bread-with-apples-cook-and-other-ceos-sources-2064413,Trump to break bread with Apple's Cook and other CEOs: sources By Reuters,0.0,0.9440000000000001,0.055999999999999994,0.8442
2020-01-22,AAPL,https://www.investing.com/news/technology-news/netflix-subscriber-addition-beats-expectations-in-fourth-quarter-2064295,Netflix forecasts tough start to 2020; Disney+ going global By Reuters,0.017,0.878,0.105,0.9958
2020-01-22,AAPL,https://www.investing.com/news/stock-market-news/china-companies-issue-staff-with-masks-travel-warnings-as-virus-outbreak-fears-grow-2064652,"China companies issue staff with masks, travel warnings as virus outbreak fears grow By Reuters",0.040999999999999995,0.91,0.049,0.7311
2020-01-22,AAPL,https://www.investing.com/news/stock-market-news/aramco-international-listing-still-on-the-cards-minister-says-2064653,"Aramco International Listing ‘Still on the Cards,’ Minister Says By Bloomberg",0.0,0.904,0.096,0.9412
2020-01-22,AAPL,https://www.investing.com/news/economy/trump-hails-musk-very-disappointed-in-boeing-davos-update-2064707,"Trump Hails Musk, ‘Very Disappointed’ in Boeing: Davos Update By Bloomberg",0.065,0.8190000000000001,0.11599999999999999,0.9990000000000001
2020-01-22,AAPL,https://www.investing.com/news/stock-market-news/stocks--jj-boeing-netflix-fall-in-premarket-after-updates-2064880,"Stocks - J&J, Boeing, Netflix Fall in Premarket After Updates By Investing.com",0.019,0.922,0.059000000000000004,0.765
2020-01-22,AAPL,https://www.investing.com/news/technology-news/sonos-customers-up-in-arms-over-move-to-stop-updates-for-older-speakers-2064881,Sonos customers up in arms over move to stop updates for older speakers By Reuters,0.057999999999999996,0.882,0.06,-0.413
2020-01-22,AAPL,https://www.investing.com/news/technology-news/wall-street-analysts-buy-into-netflix-optimism-amid-disney-threat-2065144,Wall Street analysts buy into Netflix optimism amid Disney threat By Reuters,0.046,0.8859999999999999,0.069,0.4118
2020-01-22,AAPL,https://www.investing.com/news/technology-news/amazon-music-crosses-55-million-subscribers-globally-trails-apple-music-2065212,"Amazon Music crosses 55 million subscribers globally, trails Apple Music By Reuters",0.0,0.87,0.13,0.9595
2020-01-22,AAPL,https://www.investing.com/news/stock-market-news/stocks--sp-continues-flirt-with-record-as-tech-rallies-2065269,Stocks - S&P Continues Flirt With Record as Tech Rallies By Investing.com,0.036000000000000004,0.84,0.12300000000000001,0.9698
2020-01-22,AAPL,https://www.investing.com/news/stock-market-news/google-finds-security-flaws-in-apples-web-browser-ft-2065261,Google finds security flaws in Apple's web browser: FT By Reuters,0.012,0.9309999999999999,0.057,0.7269
2020-01-23,AAPL,https://www.investing.com/news/technology-news/stmicro-earnings-beat-estimates-on-demand-for-nextgeneration-chips-2065738,STMicro CEO says a Huawei ban would not threaten $12 billion revenue target By Reuters,0.067,0.838,0.095,0.807
2020-01-23,AAPL,https://www.investing.com/news/technology-news/apple-pushes-back-against-eu-common-charger-warns-of-innovation-risks-2066246,"Apple pushes back against EU common charger, warns of innovation risks By Reuters",0.034,0.8959999999999999,0.071,0.9133
2020-01-23,AAPL,https://www.investing.com/news/stock-market-news/netflix-jumps-as-analysts-see-no-end-to-cord-cutting-2066457,Netflix Jumps as Analyst Sees 'No End' to Cord Cutting By Investing.com,0.124,0.8270000000000001,0.049,-0.7906
2020-01-23,AAPL,https://www.investing.com/news/technology-news/broadcom-to-supply-wireless-components-to-apple-2066543,Broadcom to supply wireless components to Apple By Reuters,0.0,0.935,0.065,0.4939
2020-01-24,AAPL,https://www.investing.com/news/politics/where-us-presidential-candidates-stand-on-breaking-up-big-tech-2066931,Where U.S. presidential candidates stand on breaking up Big Tech By Reuters,0.07200000000000001,0.879,0.049,-0.9788
2020-01-24,AAPL,https://www.investing.com/news/stock-market-news/stocks--us-futures-move-higher-europe-posts-strong-gains-2066950,Stocks - U.S. Futures Move Higher; Europe Posts Strong Gains By Investing.com,0.054000000000000006,0.823,0.12300000000000001,0.9875
2020-01-24,AAPL,https://www.investing.com/news/stock-market-news/stocks--intel-broadcom-rise-in-premarket-nextera-slips-2067120,"Stocks - Intel, Broadcom Rise in Premarket; NextEra Slips By Investing.com",0.0,0.887,0.113,0.3182
2020-01-24,AAPL,https://www.investing.com/news/economy/take-five-when-china-sneezes-2067195,Take Five: When China sneezes By Reuters,0.111,0.778,0.111,-0.6841
2020-01-24,AAPL,https://www.investing.com/news/forex-news/stocks--wall-street-drifts-while-intel-surges-on-strong-earnings-2067238,"Stocks - Wall Street Drifts, While Intel Surges on Strong Earnings By Investing.com",0.011000000000000001,0.902,0.087,0.9657
2020-01-24,AAPL,https://www.investing.com/news/economic-indicators/fiscal-policies-of-main-irish-parties-vying-for-power-2067417,Fiscal policies of main Irish parties vying for power By Reuters,0.098,0.7559999999999999,0.146,0.9703
2020-01-24,AAPL,https://www.investing.com/news/technology-news/fourcomma-club-predicting-the-next-company-to-join-trilliondollar-value-elite-2067405,Four-comma club: Predicting the next company to join trillion-dollar value elite By Reuters,0.004,0.847,0.149,0.9983
2020-01-24,AAPL,https://www.investing.com/news/stock-market-news/appletv-pips-disney-to-third-place-in-q4-as-streaming-wars-intensify-2067486,AppleTV+ Pips Disney to Third Place in Q4 as Streaming Wars Intensify By Investing.com,0.013000000000000001,0.8640000000000001,0.12300000000000001,0.9666
2020-01-24,AAPL,https://www.investing.com/news/stock-market-news/wall-street-bogged-down-by-china-virus-fears-intel-limits-losses-2067094,The S&P 500 has worst day since October as virus fears mount By Reuters,0.066,0.863,0.071,-0.0793
2020-01-24,AAPL,https://www.investing.com/news/stock-market-news/wall-street-week-ahead-hopes-are-high-for-tech-stock-cadillacs-so-are-their-prices-2067327,Wall Street Week Ahead: Hopes are high for tech stock 'Cadillacs'; so are their prices By Reuters,0.024,0.8320000000000001,0.14400000000000002,0.9985
2020-01-26,AAPL,https://www.investing.com/news/economy/economic-calendar--top-5-things-to-watch-this-week-2067873,Economic Calendar - Top 5 Things to Watch This Week By Investing.com,0.081,0.84,0.079,-0.5048
2020-01-27,AAPL,https://www.investing.com/news/stock-market-news/stocks--europe-seen-opening-lower-as-virus-concerns-intensify-2068104,Stocks - Europe Seen Opening Lower as Virus Concerns Intensify By Investing.com,0.09300000000000001,0.873,0.034,-0.9827
2020-01-27,AAPL,https://www.investing.com/news/stock-market-news/stocks--europe-slumps-as-virus-fears-intensify-italy-outperforms-2068132,Stocks - Europe Slumps As Virus Fears Intensify; Italy Outperforms By Investing.com,0.099,0.838,0.062,-0.9803
2020-01-27,AAPL,https://www.investing.com/news/stock-market-news/stocks--wall-street-to-slump-at-open-virus-hits-sentiment-2068223,Stocks - Wall Street to Slump at Open; Virus Hits Sentiment By Investing.com,0.10300000000000001,0.845,0.052000000000000005,-0.9775
2020-01-27,AAPL,https://www.investing.com/news/stock-market-news/trumps-massive-usuk-trade-deal-faces-big-hurdles-2068193,Trump's 'massive' U.S.-UK trade deal faces big hurdles By Reuters,0.048,0.8220000000000001,0.13,0.9974
2020-01-27,AAPL,https://www.investing.com/news/stock-market-news/stocks--sp-moves-off-lows-but-remains-under-pressure-dow-off-300-2068674,"Stocks - S&P Moves off Lows, but Remains Under Pressure; Dow off 300 By Investing.com",0.19,0.7340000000000001,0.076,-0.9912
2020-01-27,AAPL,https://www.investing.com/news/stock-market-news/apple-caught-up-in-virus-storm-one-analyst-keen-to-buy-the-dip-2068752,Apple Caught up in Virus Storm; One Analyst Keen to Buy the Dip By Investing.com,0.042,0.87,0.08800000000000001,0.9274
2020-01-27,AAPL,https://www.investing.com/news/stock-market-news/faangs-fall-but-get-some-wall-street-love-2068765,"FAANG’s Fall, but Get Some Wall Street Love By Investing.com",0.032,0.7929999999999999,0.17600000000000002,0.9786
2020-01-27,AAPL,https://www.investing.com/news/stock-market-news/wall-street-tumbles-as-virus-fears-hit-travel-growth-stocks-2068311,Wall Street tumbles as virus fuels economic worry By Reuters,0.1,0.856,0.044000000000000004,-0.9884
2020-01-27,AAPL,https://www.investing.com/news/stock-market-news/day-ahead-top-3-things-to-watch-for-jan-28-2068907,Day Ahead: Top 3 Things to Watch for Jan 28 By Investing.com,0.017,0.88,0.102,0.9895
2020-01-27,AAPL,https://www.investing.com/news/stock-market-news/asia-stocks-set-for-further-losses-on-virus-fears-markets-wrap-2068912,Asia Stocks Set for Further Losses on Virus Fears: Markets Wrap By Bloomberg,0.131,0.825,0.044000000000000004,-0.9838
2020-01-28,AAPL,https://www.investing.com/news/stock-market-news/stocks--europe-to-edge-higher-virus-prompts-caution-2069039,Stocks - Europe to Edge Higher; Virus Prompts Caution By Investing.com,0.07400000000000001,0.8540000000000001,0.07200000000000001,-0.5017
2020-01-28,AAPL,https://www.investing.com/news/technology-news/coronavirus-outbreak-may-disrupt-apples-iphone-production-ramp-up-plans-nikkei-2069040,Coronavirus outbreak may disrupt Apple's iPhone production ramp up plans: Nikkei By Reuters,0.055999999999999994,0.903,0.042,-0.6573
2020-01-28,AAPL,https://www.investing.com/news/stock-market-news/stocks--europe-edges-higher-apple-earnings-eyed-2069078,Stocks - Europe Edges Higher; Apple Earnings Eyed By Investing.com,0.057999999999999996,0.833,0.109,0.9815
2020-01-28,AAPL,https://www.investing.com/news/stock-market-news/europe-stocks-us-futures-pare-gains-bonds-rise-markets-wrap-2069096,"Europe Stocks, U.S. Futures Pare Gains; Bonds Rise: Markets Wrap By Bloomberg",0.062,0.846,0.092,0.6908
2020-01-28,AAPL,https://www.investing.com/news/stock-market-news/top-5-things-to-know-in-the-market-on-tuesday-28th-january-2069173,"Top 5 Things to Know in the Market on Tuesday, 28th January By Investing.com",0.08900000000000001,0.828,0.08199999999999999,-0.6282
