date,ticker,link,headline,neg,neu,pos,compound
2020-01-17,TSLA,https://www.investing.com/news/stock-market-news/inside-teslas-attack-on-germanysauto-establishment-2061723,Inside Tesla’s Attack on Germany’s Auto Establishment By Bloomberg,0.05,0.86,0.09,0.9868
2020-01-17,TSLA,https://www.investing.com/news/stock-market-news/stocks--alphabet-builds-on-1-trln-valuation-in-premarket-2061942,Stocks - Alphabet Builds on $1 Trln Valuation in Premarket By Investing.com,0.044,0.88,0.077,0.8591
2020-01-17,TSLA,https://www.investing.com/news/forex-news/brexit-bulletin-pound-under-pressure-2062411,Brexit Bulletin: Pound Under Pressure By Bloomberg,0.052000000000000005,0.872,0.076,0.8934
2020-01-17,TSLA,https://www.investing.com/news/stock-market-news/us-to-review-petition-seeking-formal-defect-probe-into-500000-tesla-vehicles-2061943,"U.S. will look at sudden acceleration complaints involving 500,000 Tesla vehicles By Reuters",0.091,0.883,0.026,-0.9861
2020-01-18,TSLA,https://www.investing.com/news/stock-market-news/youre-stealing-our-water-germans-protest-against-tesla-gigafactory-2062640,"""You're stealing our water"": Germans protest against Tesla gigafactory By Reuters",0.091,0.846,0.064,-0.8402
2020-01-19,TSLA,https://www.investing.com/news/technology-news/tesla-moves-a-step-closer-to-opening-first-european-factory-with-german-property-deal-2062782,Tesla moves a step closer to opening first European factory with German property deal By Reuters,0.033,0.855,0.112,0.9274
2020-01-20,TSLA,https://www.investing.com/news/technology-news/tesla-says-no-unintended-acceleration-in-its-vehicles-2063327,"Tesla rebuffs U.S. safety recall petition, says no unintended acceleration in vehicles By Reuters",0.047,0.919,0.033,-0.4404
2020-01-21,TSLA,https://www.investing.com/news/stock-market-news/tesla-analyst-sees-800-a-share-new-bullish-highwater-mark-2063945,"Tesla Analyst Sees $800 a Share, New Bullish High-Water Mark By Investing.com",0.023,0.883,0.094,0.9081
2020-01-21,TSLA,https://www.investing.com/news/stock-market-news/stocks--sp-turns-positive-as-tech-fashions-rebound-2064125,Stocks - S&P Turns Positive as Tech Fashions Rebound By Investing.com,0.064,0.861,0.075,0.34
2020-01-21,TSLA,https://www.investing.com/news/stock-market-news/stocks--sp-falls-as-us-coronavirus-scare-sours-sentiment-2064272,Stocks - S&P Falls as U.S Coronavirus Scare Sours Sentiment By Investing.com,0.061,0.8809999999999999,0.057,-0.2023
2020-01-21,TSLA,https://www.investing.com/news/stock-market-news/wall-street-rally-pauses-amid-china-virus-outbreak-growth-fears-2063794,Wall St. pulls back from records on worries about virus outbreak and global growth By Reuters,0.08,0.871,0.049,-0.34
2020-01-21,TSLA,https://www.investing.com/news/stock-market-news/michigan-tesla-reach-agreement-for-direct-car-sales-source-2064255,"Michigan, Tesla reach agreement for direct car delivery: source By Reuters",0.029,0.898,0.073,0.3182
2020-01-22,TSLA,https://www.investing.com/news/stock-market-news/tesla-crosses-100-billion-stock-market-valuation-in-extended-trading-2064457,Tesla crosses $100 billion stock market valuation in extended trading By Reuters,0.015,0.883,0.101,0.9607
2020-01-22,TSLA,https://www.investing.com/news/economy/trump-hails-musk-very-disappointed-in-boeing-davos-update-2064707,"Trump Hails Musk, ‘Very Disappointed’ in Boeing: Davos Update By Bloomberg",0.065,0.8190000000000001,0.116,0.999
2020-01-22,TSLA,https://www.investing.com/news/stock-market-news/stocks--jj-boeing-netflix-fall-in-premarket-after-updates-2064880,"Stocks - J&J, Boeing, Netflix Fall in Premarket After Updates By Investing.com",0.019,0.922,0.059,0.765
2020-01-22,TSLA,https://www.investing.com/news/stock-market-news/stocks--wall-street-hits-new-record-highs-as-virus-fears-ebb-2065055,Stocks - Wall Street Hits New Record Highs as Virus Fears Ebb By Investing.com,0.07400000000000001,0.877,0.049,-0.9246
2020-01-22,TSLA,https://www.investing.com/news/stock-market-news/tesla-races-past-100-billion-in-market-valuation-2065054,Tesla's furious rally pushes market value past $100 billion By Reuters,0.043,0.867,0.09,0.9478
2020-01-22,TSLA,https://www.investing.com/news/stock-market-news/michigan-tesla-settle-suit-over-direct-vehicle-sales-2065216,"Michigan, Tesla settle suit over direct vehicle sales By Reuters",0.034,0.893,0.073,0.636
2020-01-22,TSLA,https://www.investing.com/news/stock-market-news/stocks--sp-pares-gains-as-chinas-new-virus-spreads-2065418,Stocks - S&P Pares Gains as China's New Virus Spreads By Investing.com,0.093,0.787,0.12,0.6486
2020-01-22,TSLA,https://www.investing.com/news/stock-market-news/stocks-edge-higher-in-choppy-trading-oil-sinks-markets-wrap-2065457,Stocks Edge Higher in Choppy Trading; Oil Sinks: Markets Wrap By Bloomberg,0.11,0.797,0.093,-0.8537
2020-01-22,TSLA,https://www.investing.com/news/stock-market-news/sp-500-nasdaq-hit-record-on-ibm-waning-china-virus-fears-2064856,Tech sector pushes the S&P 500 to slight gain By Reuters,0.05,0.8440000000000001,0.106,0.9712
2020-01-23,TSLA,https://www.investing.com/news/stock-market-news/comic-tesla-stock-rally-triggers-huge-payday-for-elon-musk-2065831,Comic: Tesla Stock Rally Triggers Huge Payday for Elon Musk By Investing.com,0.024,0.848,0.128,0.9842
2020-01-23,TSLA,https://www.investing.com/news/stock-market-news/teslatarget-more-than-doubled-at-ubs-its-still-a-sell-2065840,Tesla Target More Than Doubled at UBS. It’s Still a Sell By Bloomberg,0.035,0.8390000000000001,0.126,0.9334
2020-01-23,TSLA,https://www.investing.com/news/technology-news/mercedes-halves-ev-production-target-due-to-battery-shortage-manager-magazin-2065968,Mercedes EV output target slashed by battery shortage: Manager Magazin By Reuters,0.123,0.863,0.015,-0.9893
2020-01-23,TSLA,https://www.investing.com/news/technology-news/stmicro-earnings-beat-estimates-on-demand-for-nextgeneration-chips-2065738,STMicro CEO says a Huawei ban would not threaten $12 billion revenue target By Reuters,0.067,0.838,0.095,0.807
2020-01-23,TSLA,https://www.investing.com/news/stock-market-news/tesla-overtakes-volkswagen-as-worlds-second-most-valuable-carmaker-2066110,Tesla overtakes Volkswagen as world's second most valuable carmaker By Reuters,0.009000000000000001,0.823,0.168,0.9868
2020-01-23,TSLA,https://www.investing.com/news/technology-news/teslas-german-factory-gets-off-to-an-explosive-start-2066262,Tesla's German factory gets off to an explosive start By Reuters,0.064,0.8740000000000001,0.062,-0.3182
2020-01-23,TSLA,https://www.investing.com/news/cryptocurrency-news/elon-musk-thinks-bitcoin-is-clever-but-cant-be-the-primary-financial-database-2066502,Elon Musk Thinks Bitcoin is Clever But Can't Be the Primary Financial Database By Cryptovest,0.092,0.825,0.083,-0.6486
2020-01-24,TSLA,https://www.investing.com/news/general/taylor-swift-olivia-colman-lead-diverse-sundance-2020-lineup-2065577,"Taylor Swift, Olivia Colman lead diverse Sundance 2020 lineup By Reuters",0.057,0.8240000000000001,0.119,0.9786
2020-01-24,TSLA,https://www.investing.com/news/cryptocurrency-news/elon-musk-reveals-his-true-opinion-on-bitcoin-and-crypto-2067305,Elon Musk Reveals His True Opinion on Bitcoin and Crypto By Cointelegraph,0.046,0.883,0.07,0.2263
2020-01-24,TSLA,https://www.investing.com/news/stock-market-news/tesla-touts-safeguards-as-senator-urges-company-to-rebrand-autopilot-2067280,U.S. senator slams Tesla's 'misleading' name for Autopilot driver assistance system By Reuters,0.128,0.799,0.073,-0.9803
2020-01-24,TSLA,https://www.investing.com/news/stock-market-news/wall-street-bogged-down-by-china-virus-fears-intel-limits-losses-2067094,The S&P 500 has worst day since October as virus fears mount By Reuters,0.066,0.863,0.071,-0.0793
2020-01-26,TSLA,https://www.investing.com/news/stock-market-news/electric-vehicle-maker-rivian-expect-prices-lower-than-previously-announced-2067817,Electric vehicle maker Rivian: expect prices lower than previously announced By Reuters,0.008,0.913,0.079,0.9807
2020-01-26,TSLA,https://www.investing.com/news/stock-market-news/teslas-musk-seeks-to-allay-water-concerns-at-factory-site-after-protests-2067928,Tesla's Musk seeks to allay water concerns at factory site after protests By Reuters,0.058,0.906,0.036000000000000004,-0.6915
2020-01-26,TSLA,https://www.investing.com/news/politics/dinner-download-tape-surfaces-of-trump-calling-for-envoys-firing-2067833,Dinner download: Tape surfaces of Trump calling for envoy's firing By Reuters,0.058,0.9,0.043,-0.7882
2020-01-27,TSLA,https://www.investing.com/news/commodities-news/honda-evacuates-starbucks-stores-shut-virus-impact-on-business-2068924,"Honda Evacuates, Starbucks Stores Shut: Virus Impact on Business By Bloomberg",0.026,0.912,0.061,0.7717
2020-01-28,TSLA,https://www.investing.com/news/technology-news/high-expectations-for-tesla-and-a-long-way-to-go-to-match-rivals-steady-profit-2069780,"High expectations for Tesla, and a long way to go to match rivals' steady profit By Reuters",0.023,0.87,0.107,0.9933
2020-01-28,TSLA,https://www.investing.com/news/stock-market-news/lordstown-motors-pursuing-200-million-us-retooling-loan-will-show-ev-truck-at-detroit-show-ceo-2069798,"Lordstown Motors pursuing $200 million U.S. retooling loan, will show EV truck at Detroit show: CEO By Reuters",0.022,0.862,0.116,0.9784
2020-01-28,TSLA,https://www.investing.com/news/stock-market-news/day-ahead-top-3-things-to-watch-for-jan-29-2069975,Day Ahead: Top 3 Things to Watch for Jan. 29 By Investing.com,0.037000000000000005,0.856,0.108,0.9955
2020-01-29,TSLA,https://www.investing.com/news/stock-market-news/stocks--europe-posts-gains-earnings-and-economic-data-impress-2070192,Stocks - Europe Posts Gains; Earnings and Economic Data Impress By Investing.com,0.038,0.821,0.14,0.9933
2020-01-29,TSLA,https://www.investing.com/news/stock-market-news/many-global-firms-excluded-from-epidemic-insurance-face-heavy-coronavirus-costs-2070287,"Many global firms, excluded from epidemic insurance, face heavy coronavirus costs By Reuters",0.115,0.87,0.015,-0.9955
2020-01-29,TSLA,https://www.investing.com/news/economy/watch-now-heres-whats-moving-markets--jan-29--video-2070465,Watch Now: Here's What's Moving Markets - Jan. 29  (Video) By Investing.com,0.0,0.872,0.128,0.4767
2020-01-29,TSLA,https://www.investing.com/news/technology-news/factbox-electric-vehicle-subsidies-under-pressure-in-some-tesla-core-markets-2070369,Factbox: Electric vehicle subsidies under pressure in some Tesla core markets By Reuters,0.029,0.8809999999999999,0.09,0.9929
2020-01-29,TSLA,https://www.investing.com/news/forex-news/us-stocks-rise-after-fed-with-earnings-in-focus-markets-wrap-2070926,U.S. Stocks Rise After Fed With Earnings in Focus: Markets Wrap By Bloomberg,0.0,0.917,0.083,0.9081
2020-01-29,TSLA,https://www.investing.com/news/stock-market-news/us-stocks-pare-gains-treasuries-rally-after-fed-markets-wrap-2070973,"U.S. Stocks Pare Gains, Treasuries Rally After Fed: Markets Wrap By Bloomberg",0.012,0.917,0.071,0.8625
2020-01-29,TSLA,https://www.investing.com/news/stock-market-news/tesla-earnings-revenue-beat-handily-in-q4-shares-pop-2071014,"Tesla Earnings, Revenue Beat Handily in Q4; Shares Pop By Investing.com",0.012,0.935,0.053,0.8764
2020-01-30,TSLA,https://www.investing.com/news/stock-market-news/tesla-sees-delays-apple-mcdonalds-close-stores-virus-impact-2071316,"Tesla Sees Delays; Apple, McDonald’s Close Stores: Virus Impact By Bloomberg",0.126,0.8370000000000001,0.037000000000000005,-0.9601
2020-01-30,TSLA,https://www.investing.com/news/stock-market-news/tesla-extends-profit-run-promises-record-production-driving-stock-up-13-2071048,"Tesla extends profit run, promises record production, driving stock up 13% By Reuters",0.051,0.873,0.077,0.9693
2020-01-30,TSLA,https://www.investing.com/news/technology-news/tesla-partners-with-lg-chem-catl-for-battery-supply-2071466,"Tesla partners with LG Chem, CATL for battery supply By Reuters",0.0,0.975,0.025,0.4939
2020-01-30,TSLA,https://www.investing.com/news/stock-market-news/top-5-things-to-know-in-the-market-on-thursday-2071521,Top 5 Things to Know in the Market on Thursday By Investing.com,0.079,0.8590000000000001,0.062,-0.937
2020-01-30,TSLA,https://www.investing.com/news/economy/watch-now-heres-whats-moving-markets--jan-30-video-2071631,Watch Now: Here's What's Moving Markets - Jan. 30 (Video) By Investing.com,0.076,0.8370000000000001,0.086,-0.1531
2020-01-30,TSLA,https://www.investing.com/news/cryptocurrency-news/tesla-stock-outperforms-bitcoin-in-2020-as-10k-bull-run-continues-2071644,Tesla Stock Outperforms Bitcoin in 2020 as $10K Bull Run Continues By Cointelegraph,0.063,0.892,0.046,-0.2263
2020-01-30,TSLA,https://www.investing.com/news/economy/comic-coronavirus-fears-slam-stocks-again-overshadowing-strong-earnings-2071499,"Comic: Coronavirus Fears Slam Stocks (Again), Overshadowing Strong Earnings By Investing.com",0.03,0.846,0.124,0.9749
2020-01-30,TSLA,https://www.investing.com/news/stock-market-news/stocks--facebook-slumps-verizon-slips-in-premarket-tesla-surges-2071652,"Stocks - Facebook Slumps, Verizon Slips in Premarket, Tesla Surges By Investing.com",0.0,0.934,0.066,0.8625
2020-01-30,TSLA,https://www.investing.com/news/stock-market-news/tesla-shares-surge-after-blowout-results-strong-delivery-forecast-2071720,"Tesla shares surge after blowout results, strong delivery forecast By Reuters",0.029,0.8759999999999999,0.096,0.8859999999999999
2020-01-30,TSLA,https://www.investing.com/news/stock-market-news/stocks--wall-street-pares-early-losses-after-steady-gdp-report-2071856,Stocks - Wall Street Pares Early Losses After Steady GDP Report By Investing.com,0.098,0.841,0.061,-0.9073
2020-01-30,TSLA,https://www.investing.com/news/general/tesla-microsoft-facebook-earnings-roundup-2071956,"Tesla, Microsoft, Facebook earnings roundup By Reuters",0.029,0.8240000000000001,0.147,0.875
2020-01-30,TSLA,https://www.investing.com/news/stock-market-news/stocks--sp-remains-near-lows-as-virus-death-toll-mounts-2072072,Stocks - S&P Remains Near Lows as Virus Death Toll Mounts By Investing.com,0.065,0.8079999999999999,0.127,0.9501
2020-01-30,TSLA,https://www.investing.com/news/stock-market-news/wall-st-rattled-by-china-virus-worries-mixed-earnings-2071677,"Wall Street slides on China virus concerns, Facebook earnings By Reuters",0.085,0.838,0.077,-0.6486
2020-01-30,TSLA,https://www.investing.com/news/stock-market-news/stocks--wall-street-rallies-into-the-close-as-who-cools-virus-fears-2072236,Stocks - Wall Street Rallies Into the Close as WHO Cools Virus Fears By Investing.com,0.098,0.754,0.14800000000000002,0.9578
2020-01-31,TSLA,https://www.investing.com/news/technology-news/tesla-directors-settle-isolating-musk-as-solarcity-trial-looms-2072029,"Tesla directors settle, isolating Musk as SolarCity trial looms By Reuters",0.046,0.903,0.051,0.5106
2020-01-31,TSLA,https://www.investing.com/news/stock-market-news/asia-stocks-rise-easing-the-worst-week-since-may-markets-wrap-2072598,"Asia Stocks Rise, Easing the Worst Week Since May: Markets Wrap By Bloomberg",0.094,0.852,0.054000000000000006,-0.9136
2020-01-31,TSLA,https://www.investing.com/news/stock-market-news/at-least-twothirds-of-chinas-economy-to-stay-closed-next-week-2072613,At Least Two-Thirds of China’s Economy to Stay Closed Next Week By Bloomberg,0.059,0.872,0.069,-0.1263
2020-02-01,TSLA,https://www.investing.com/news/stock-market-news/3-things-under-the-radar-this-week-2073583,3 Things Under the Radar This Week By Investing.com,0.105,0.772,0.123,0.9657
2020-02-01,TSLA,https://www.investing.com/news/economy/the-coronavirus-is-infecting-the-global-economy-heres-how-2073672,The Coronavirus Is Infecting the Global Economy. Here’s How. By Bloomberg,0.064,0.882,0.054000000000000006,-0.9403
2020-02-03,TSLA,https://www.investing.com/news/technology-news/chinas-catl-signs-battery-supply-agreement-with-tesla-2074017,China's CATL signs battery supply agreement with Tesla By Reuters,0.0,0.862,0.138,0.906
2020-02-03,TSLA,https://www.investing.com/news/stock-market-news/stocks--apple-falls-in-premarket--drug-reports-lift-gilead-abbvie-2074330,"Stocks - Apple Falls in Premarket;  Drug Reports Lift Gilead, AbbVie By Investing.com",0.0,0.887,0.113,0.3182
2020-02-03,TSLA,https://www.investing.com/news/stock-market-news/stocks--wall-street-climbs-amid-ongoing-coronavirus-fears-2074677,Stocks - Wall Street Climbs Amid Ongoing Coronavirus Fears By Investing.com,0.084,0.768,0.14800000000000002,0.9814
2020-02-03,TSLA,https://www.investing.com/news/stock-market-news/tesla-rockets-higher-again-tops-700-2074543,Tesla Rockets Higher Again; Tops $700 By Investing.com,0.03,0.821,0.149,0.9826
2020-02-03,TSLA,https://www.investing.com/news/stock-market-news/panasonic-thirdquarter-profit-rises-3-beating-estimates-2074112,Tesla up 17% after Panasonic posts first quarterly profit at battery business By Reuters,0.038,0.883,0.079,0.9662
2020-02-03,TSLA,https://www.investing.com/news/stock-market-news/stocks--sp-claws-back-some-losses-from-rout-last-week-2074826,Stocks - S&P Claws Back Some Losses From Rout Last Week By Investing.com,0.038,0.8140000000000001,0.14800000000000002,0.9887
2020-02-04,TSLA,https://www.investing.com/news/general/wall-street-rebounds-from-virus-fears-2074981,Wall Street rebounds from virus fears By Reuters,0.035,0.852,0.114,0.9538
2020-02-04,TSLA,https://www.investing.com/news/technology-news/millions-in-china-banish-virus-blues-with-online-games-video-apps-2075126,"Millions in China banish virus blues with online games, video apps By Reuters",0.028,0.84,0.133,0.9961
2020-02-04,TSLA,https://www.investing.com/news/economic-indicators/hyundai-motor-suspends-output-as-coronavirus-disrupts-supply-chain-2075090,Hyundai to halt South Korea output as virus disrupts China parts supply By Reuters,0.057,0.888,0.055,-0.2309
2020-02-04,TSLA,https://www.investing.com/news/cryptocurrency-news/tesla-stock-now-looks-exactly-like-bitcoin-at-20k-in-2017-2075207,Tesla Stock Now Looks Exactly Like Bitcoin at $20K in 2017 By Cointelegraph,0.0,1.0,0.0,0.0
2020-02-04,TSLA,https://www.investing.com/news/stock-market-news/stocks--us-futures-suggest-strong-open-after-china-rebound-2075284,Stocks - US Futures Suggest Strong Open After China Rebound By Investing.com,0.047,0.894,0.058,0.7269
