,Link,Date,Headline,neg,neu,pos,compound
515,https://www.investing.com/news/stock-market-news/stocks--dow-cuts-gains-as-jostling-on-capitol-hill-threatens-stimulus-delay-2121579,2020-03-25,Stocks - Dow Cuts Gains as Jostling on Capitol Hill Threatens Stimulus Delay By Investing.com,0.093,0.823,0.085,-0.0818
516,https://www.investing.com/news/technology-news/micron-forecasts-revenue-above-estimates-sees-surge-in-data-center-demand-2121663,2020-03-26,Micron sees revenue above estimates as demand rises for remote-work devices By Reuters,0.064,0.875,0.061,0.4767
517,https://www.investing.com/news/technology-news/homebound-users-fume-as-video-apps-do-not-sync-with-tvs-2121795,2020-03-26,Home-bound users fume as video apps do not sync with TVs By Reuters,0.054,0.859,0.087,0.8588
518,https://www.investing.com/news/stock-market-news/global-smartphone-sales-fell-14-in-february-as-coronvirus-spread-counterpoint-2121896,2020-03-26,Global smartphone sales fell 14% in February as coronvirus spread: Counterpoint By Reuters,0.11,0.89,0.0,-0.956
519,https://www.investing.com/news/stock-market-news/stocks--us-futures-head-lower-ahead-of-jobless-claims-2122109,2020-03-26,Stocks - US Futures Head Lower Ahead of Jobless Claims By Investing.com,0.08,0.869,0.051,-0.9228
520,https://www.investing.com/news/stock-market-news/pay-for-cleaners-babysitters-and-dogwalkers-hangs-in-the-balance-2121190,2020-03-26,"Pay for cleaners, babysitters and dogwalkers hangs in the balance By Reuters",0.047,0.909,0.044,0.5746
521,https://www.investing.com/news/stock-market-news/stocks--apple-caterpillar-down-in-premarket-jobless-claims-surge-2122273,2020-03-26,"Stocks - Apple, Caterpillar Down in Premarket; Jobless Claims Surge By Investing.com",0.0,1.0,0.0,0.0
522,https://www.investing.com/news/stock-market-news/stocks--wall-street-opens-higher-as-stimulus-hopes-outweigh-jobless-surge-2122325,2020-03-26,Stocks - Wall Street Opens Higher as Stimulus Hopes Outweigh Jobless Surge By Investing.com,0.031,0.922,0.047,0.6908
523,https://www.investing.com/news/stock-market-news/chipmakers-continue-rally-but-one-analysts-warns-of-chaos-ahead-2122754,2020-03-26,"Chipmakers Continue Rally, but One Analyst Warns of 'Chaos' Ahead By Investing.com",0.108,0.854,0.038,-0.836
524,https://www.investing.com/news/stock-market-news/apple-stock-rises-4-2122851,2020-03-26,Apple Stock Rises 4% By Investing.com,0.0,0.953,0.047,0.296
525,https://www.investing.com/news/stock-market-news/olympics-delay-deals-setback-to-samsungs-plans-to-win-over-japan-market-2123157,2020-03-27,Olympics delay deals setback to Samsung's plans to win over Japan market By Reuters,0.044,0.876,0.08,0.9765
526,https://www.investing.com/news/stock-market-news/maker-of-purell-hand-sanitizer-denied-in-request-for-trump-tariff-relief-2123454,2020-03-27,Maker of Purell Hand Sanitizer Denied in Request for Trump Tariff Relief By Bloomberg,0.095,0.856,0.049,-0.9387
527,https://www.investing.com/news/coronavirus/apple-works-with-white-house-to-release-covid19-app-website-2123776,2020-03-27,"Apple works with White House to release 'COVID-19' app, website By Reuters",0.01,0.975,0.015,0.2732
528,https://www.investing.com/news/stock-market-news/apple-stock-falls-4-2124051,2020-03-27,Apple Stock Falls 4% By Investing.com,0.0,0.953,0.047,0.296
529,https://www.investing.com/news/technology-news/apples-factories-are-running-but-suppliers-wary-about-iphone-demand-2124203,2020-03-28,"Apple's factories are running, but suppliers wary about iPhone demand By Reuters",0.076,0.883,0.041,-0.9635
530,https://www.investing.com/news/cryptocurrency-news/big-tech-in-blockchain-comparing-ibm-microsoft-apple-google-and-more-2124551,2020-03-29,"Big Tech in Blockchain: Comparing IBM, Microsoft, Apple, Google and More By Cointelegraph",0.015,0.9,0.084,0.8074
531,https://www.investing.com/news/cryptocurrency-news/btc-worries-buterin-embarrassed-blockchain-fights-coronavirus-hodlers-digest-march-2329-2124716,2020-03-29,"BTC Worries, Buterin ‘Embarrassed,’ Blockchain Fights Coronavirus: Hodler’s Digest, March 23-29 By Cointelegraph",0.072,0.897,0.031,-0.8625
532,https://www.investing.com/news/cryptocurrency-news/big-tech-in-blockchain-comparing-ibm-microsoft-apple-google-and-more-2125149,2020-03-30,"Big Tech in Blockchain: Comparing IBM, Microsoft, Apple, Google and More By Cointelegraph",0.015,0.9,0.084,0.8074
533,https://www.investing.com/news/stock-market-news/apple-gains-on-wall-street-backing--despite-gloomy-iphone-sales-outlook-2125767,2020-03-30,Apple Gains on Wall Street Backing  Despite Gloomy iPhone Sales Outlook By Investing.com,0.085,0.814,0.101,0.7227
534,https://www.investing.com/news/cryptocurrency-news/fake-trading-volumes-and-the-price-of-bitcoin-are-they-connected-2125840,2020-03-30,Fake Trading Volumes and the Price of Bitcoin: Are They Connected? By Cointelegraph,0.062,0.845,0.093,0.296
535,https://www.investing.com/news/technology-news/samsung-display-to-end-all-lcd-production-in-south-korea-and-china-by-end-2020-2126074,2020-03-31,Samsung Display to end all LCD production by end 2020 By Reuters,0.045,0.918,0.037,-0.0018
536,https://www.investing.com/news/technology-news/apple-supplier-japan-display-finalises-deal-to-raise-200-million-from-customer-2126265,2020-03-31,Apple supplier Japan Display finalises deal to raise $200 million from 'customer' By Reuters,0.0,1.0,0.0,0.0
537,https://www.investing.com/news/technology-news/video-chat-app-houseparty-offers-1-mln-reward-over-hacking-claims-2126813,2020-03-31,Video chat app Houseparty offers $1 million reward over hacking claims By Reuters,0.077,0.872,0.051,-0.8555
538,https://www.investing.com/news/stock-market-news/futures-rise-at-end-of-dismal-first-quarter-2126288,2020-03-31,S&P 500 set for worst first quarter since 1938 By Reuters,0.101,0.828,0.07,-0.9587
539,https://www.investing.com/news/coronavirus/apple-doubles-china-donations-for-covid19-recovery-efforts-2127364,2020-04-01,Apple doubles China donations for COVID-19 recovery efforts By Reuters,0.057,0.875,0.069,0.2263
540,https://www.investing.com/news/technology-news/tariff-pain-turns-to-gain-us-computer-toy-stockpiles-help-meet-virus-rush-2127412,2020-04-01,"Tariff pain turns to gain: U.S. computer, toy stockpiles help meet virus rush By Reuters",0.044,0.9,0.056,0.7482
541,https://www.investing.com/news/stock-market-news/apple-stock-falls-4-2128050,2020-04-01,Apple Stock Falls 4% By Investing.com,0.0,0.953,0.047,0.296
542,https://www.investing.com/news/technology-news/tile-says-apples-behavior-is-anticompetitive-and-has-gotten-worse-not-better-2128427,2020-04-01,"Tile says Apple's behavior is anticompetitive and has 'gotten worse, not better' By Reuters",0.036,0.872,0.093,0.9595
543,https://www.investing.com/news/technology-news/apple-will-stop-taking-cut-of-some-amazon-video-purchases-on-app-store-2128420,2020-04-02,Apple will stop taking cut of some Amazon video purchases on App Store By Reuters,0.04,0.917,0.043,0.2732
544,https://www.investing.com/news/technology-news/facebook-launches-desktop-version-for-messenger-as-video-calls-surge-2129243,2020-04-02,Facebook launches desktop version for Messenger as video calls surge By Reuters,0.0,0.979,0.021,0.3612
545,https://www.investing.com/news/stock-market-news/coronavirus-punishes-warren-buffetts-equity-holdings-2129571,2020-04-02,Coronavirus punishes Warren Buffett's equity holdings By Reuters,0.044,0.927,0.03,-0.8914
546,https://www.investing.com/news/coronavirus/in-coronavirus-fight-oftcriticized-facebook-data-aids-us-cities-states-2129638,2020-04-03,"In coronavirus fight, oft-criticized Facebook data aids U.S. cities, states By Reuters",0.024,0.915,0.06,0.9746
547,https://www.investing.com/news/cryptocurrency-news/did-apple-just-kill-crypto-burner-wallets-2129884,2020-04-03,Did Apple Just Kill Crypto ‘Burner Wallets’? By Cointelegraph,0.083,0.862,0.055,-0.3612
548,https://www.investing.com/news/coronavirus/investors-look-to-china-for-a-glimpse-of-life-after-coronavirus-2129898,2020-04-03,Investors look to China for a glimpse of life after coronavirus By Reuters,0.035,0.915,0.051,0.9032
549,https://www.investing.com/news/cryptocurrency-news/google-chrome-leads-the-pack-but-privacyoriented-browsers-gain-traction-2130358,2020-04-03,"Google Chrome Leads the Pack, but Privacy-Oriented Browsers Gain Traction By Cointelegraph",0.0,0.801,0.199,0.9442
550,https://www.investing.com/news/general/us-judge-throws-out-major-league-baseball-signstealing-lawsuit-2130619,2020-04-04,U.S. judge throws out Major League Baseball sign: stealing lawsuit By Reuters,0.089,0.871,0.04,-0.9348
551,https://www.investing.com/news/coronavirus/oprah-winfrey-donates-10-million-for-coronavirus-relief-2129604,2020-04-04,Oprah Winfrey donates $10 million for coronavirus relief By Reuters,0.046,0.858,0.096,0.9099
552,https://www.investing.com/news/coronavirus/coronavirus-threatens-to-knock-south-korea-off-5g-leadership-perch-2129958,2020-04-04,Coronavirus threatens to knock South Korea off 5G leadership perch By Reuters,0.031,0.898,0.071,0.9784
553,https://www.investing.com/news/coronavirus/in-coronavirus-fight-oftcriticized-facebook-data-aids-us-cities-states-2131086,2020-04-04,"In coronavirus fight, oft-criticized Facebook data aids U.S. cities, states By Reuters",0.024,0.915,0.06,0.9746
554,https://www.investing.com/news/cryptocurrency-news/google-chrome-leads-the-pack-but-privacyoriented-browsers-gain-traction-2131292,2020-04-04,"Google Chrome Leads the Pack, but Privacy-Oriented Browsers Gain Traction By Cointelegraph",0.0,0.801,0.199,0.9442
555,https://www.investing.com/news/stock-market-news/solid-chip-sales-unlikely-to-cushion-samsungs-virushit-first-quarter-profit-2131770,2020-04-05,Solid chip sales unlikely to cushion Samsung's virus-hit first quarter profit By Reuters,0.064,0.843,0.093,0.9581
556,https://www.investing.com/news/economic-indicators/taiwan-march-exports-seen-down-almost-7-yearonyear-on-virus-impact-reuters-poll-2131864,2020-04-06,Taiwan March exports seen down almost 7% year-on-year on virus impact: Reuters poll By Reuters,0.045,0.9,0.055,0.5859
557,https://www.investing.com/news/stock-market-news/stocks--us-futures-higher-amid-optimism-over-virus-2132080,2020-04-06,Stocks - U.S. Futures Higher Amid Optimism Over Virus By Investing.com,0.068,0.899,0.033,-0.9513
558,https://www.investing.com/news/technology-news/apple-supplier-foxconns-sales-down-77-in-march-2132163,2020-04-06,Apple supplier Foxconn's sales down 7.7% in March By Reuters,0.028,0.946,0.026,0.2023
559,https://www.investing.com/news/stock-market-news/stocks---jpmorgan-up-in-premarket-after-dimons-annual-letter-2132237,2020-04-06,Stocks -  JPMorgan up in Premarket After Dimon's Annual Letter By Investing.com,0.0,1.0,0.0,0.0
560,https://www.investing.com/news/coronavirus/us-officials-brace-for-peak-death-week-in-coronavirus-2132273,2020-04-07,"Vigilance urged as outbreak shows signs of leveling off in New York, New Jersey By Reuters",0.104,0.816,0.08,-0.9808
561,https://www.investing.com/news/technology-news/samsung-electronics-says-first-quarter-profit-likely-rose-3-beating-estimates-slightly-2133046,2020-04-07,Samsung first-quarter beats estimates; chips likely to prop up virus-hit second-quarter By Reuters,0.037,0.854,0.109,0.9905
562,https://www.investing.com/news/stock-market-news/demand-for-luckin-app-surges-as-chinese-rush-to-drink-up-after-admission-of-fraud-2133223,2020-04-07,Demand for Luckin app surges as Chinese rush to drink up after admission of fraud By Reuters,0.058,0.812,0.129,0.9836
563,https://www.investing.com/news/technology-news/early-asia-tech-results-signal-slow-recovery-after-virus-battering-2133268,2020-04-07,Early Asia tech results signal slow recovery after virus battering By Reuters,0.07,0.847,0.083,0.9112
564,https://www.investing.com/news/coronavirus/germany-launches-smartwatch-app-to-monitor-coronavirus-spread-2133495,2020-04-07,Germany launches smartwatch app to monitor coronavirus spread By Reuters,0.046,0.847,0.107,0.984
565,https://www.investing.com/news/technology-news/facebook-launches-new-chat-app-for-couples-2133929,2020-04-07,Facebook launches new chat app for couples By Reuters,0.031,0.857,0.111,0.8481
566,https://www.investing.com/news/coronavirus/aggressive-restrictions-notably-slow-coronavirus-in-california-tech-hub-2134362,2020-04-08,Aggressive restrictions notably slow coronavirus in California tech hub By Reuters,0.019,0.88,0.102,0.9925
567,https://www.investing.com/news/technology-news/taiwans-foxconn-says-to-make-ventilators-with-medtronic-2134397,2020-04-08,Taiwan's Foxconn says to make ventilators with Medtronic By Reuters,0.029,0.894,0.077,0.8625
568,https://www.investing.com/news/stock-market-news/us-companies-criticized-for-cutting-jobs-rather-than-investor-payouts-2134954,2020-04-08,U.S. companies criticized for cutting jobs rather than investor payouts By Reuters,0.06,0.841,0.099,0.989
569,https://www.investing.com/news/coronavirus/chinese-online-retailers-offer-discounts-on-iphone-11-as-country-recovers-from-coronavirus-2135738,2020-04-09,Chinese online retailers offer discounts on iPhone 11 as country recovers from coronavirus By Reuters,0.068,0.878,0.053,-0.5994
570,https://www.investing.com/news/technology-news/nintendo-game-pulled-from-chinese-platforms-after-hong-kong-protest-2137067,2020-04-10,Nintendo game pulled from Chinese platforms after Hong Kong protest By Reuters,0.068,0.889,0.043,-0.9406
571,https://www.investing.com/news/world-news/us-health-expert-fauci-now-is-no-time-to-back-off-2137106,2020-04-10,"Empty churches, food drive mark start of Easter weekend in coronavirus-hit U.S. By Reuters",0.046,0.879,0.075,0.9703
572,https://www.investing.com/news/coronavirus/apple-google-to-create-contact-tracing-technology-to-fight-coronavirus-spread-2137339,2020-04-11,"Apple, Google plan software to slow virus, joining global debate on tracking By Reuters",0.034,0.903,0.063,0.9663
573,https://www.investing.com/news/coronavirus/latest-on-the-spread-of-the-coronavirus-around-the-world-2137616,2020-04-11,Latest on the spread of the coronavirus around the world By Reuters,0.095,0.81,0.095,-0.7543
574,https://www.investing.com/news/coronavirus/britains-nhs-working-with-google-apple-on-app-to-track-coronavirus-contact-sunday-times-2137865,2020-04-12,"Britain's NHS working with Google, Apple on app to track coronavirus contact: Sunday Times By Reuters",0.0,0.863,0.137,0.8834
575,https://www.investing.com/news/stock-market-news/us-stocks-mixed-at-close-of-trade-dow-jones-industrial-average-down-139-2139017,2020-04-13,U.S. stocks mixed at close of trade; Dow Jones Industrial Average down 1.39% By Investing.com,0.066,0.864,0.07,-0.2732
576,https://www.investing.com/news/stock-market-news/apple-shipped-25-million-iphones-in-china-in-march-following-virus-slump-government-data-2139211,2020-04-14,Apple shipped 2.5 million iPhones in China in March following virus slump: government data By Reuters,0.047,0.908,0.045,0.144
577,https://www.investing.com/news/stock-market-news/apple-stock-rises-4-2139663,2020-04-14,Apple Stock Rises 4% By Investing.com,0.0,0.953,0.047,0.296
578,https://www.investing.com/news/technology-news/german-tech-startups-plead-for-european-approach-to-corona-tracing-app-2139728,2020-04-14,German tech startups plead for European approach to corona tracing app By Reuters,0.026,0.895,0.079,0.9559
579,https://www.investing.com/news/coronavirus/explainer-how-smartphone-apps-can-help-contact-trace-the-new-coronavirus-2139937,2020-04-14,Explainer: How smartphone apps can help 'contact trace' the new coronavirus By Reuters,0.03,0.887,0.082,0.9936
580,https://www.investing.com/news/stock-market-news/wall-street-holds-gains-as-faang-leads-rally-2139962,2020-04-14,Stocks - Wall Street Eyes Session Highs as FAANG Adds Bite to Rally By Investing.com,0.042,0.836,0.122,0.9843
581,https://www.investing.com/news/stock-market-news/apple-launches-tool-to-track-people-movement-to-curb-virus-spread-2139939,2020-04-14,Apple launches site to show how coronavirus lockdowns affect movement By Reuters,0.029,0.928,0.043,0.6915
582,https://www.investing.com/news/stock-market-news/stocks--dow-racks-up-500-points-despite-bank-earnings-signaling-pain-ahead-2140127,2020-04-14,Stocks - Dow Racks up 500+ Points Despite Bank Earnings Signaling Pain Ahead By Investing.com,0.105,0.785,0.111,-0.0258
583,https://www.investing.com/news/technology-news/uk-must-stop-chinas-bid-to-remove-imagination-technologies-tech-british-lawmaker-says-2139462,2020-04-14,UK urged to stop China taking control of Imagination Tech: lawmaker By Reuters,0.04,0.87,0.091,0.9661
584,https://www.investing.com/news/stock-market-news/futures-rise-on-china-trade-data-focus-on-corporate-results-2139358,2020-04-14,Wall Street jumps as hopes for easing lockdown offset earnings worry By Reuters,0.032,0.827,0.141,0.802
585,https://www.investing.com/news/stock-market-news/us-stocks-higher-at-close-of-trade-dow-jones-industrial-average-up-239-2140229,2020-04-14,U.S. stocks higher at close of trade; Dow Jones Industrial Average up 2.39% By Investing.com,0.057,0.891,0.052,-0.6808
586,https://www.investing.com/news/coronavirus/applegoogle-alliance-welcomed-by-european-coronavirus-app-platform-2140633,2020-04-15,Apple-Google alliance welcomed by European coronavirus app platform By Reuters,0.046,0.863,0.091,0.9571
587,https://www.investing.com/news/stock-market-news/goldman-sachs-profit-halves-on-mounting-loan-loss-provisions-2140698,2020-04-15,"Goldman's corporate loans, balance sheet investments eat away at profits By Reuters",0.048,0.854,0.098,0.983
588,https://www.investing.com/news/stock-market-news/automakers-will-need-months-to-get-factories-back-up-and-running-2140890,2020-04-15,Automakers Will Need Months to Get Factories Back Up and Running By Bloomberg,0.034,0.918,0.048,0.9287
589,https://www.investing.com/news/coronavirus/apple-releases-budget-iphone-se-priced-at-399-as-coronavirus-stalls-economy-2141015,2020-04-15,Apple has a $399 iPhone SE for the budget-conscious as coronavirus stalls economy By Reuters,0.016,0.876,0.109,0.9977
590,https://www.investing.com/news/politics/us-senator-says-apple-google-must-convince-public-that-contact-tracing-will-not-violate-privacy-2141337,2020-04-16,"U.S. senator says Apple, Google need to show contact tracing will not violate privacy By Reuters",0.031,0.837,0.132,0.9927
591,https://www.investing.com/news/economy/comic-markets-brace-for-earnings-season-pain-as-coronavirus-hammers-the-economy-2141822,2020-04-16,Comic: Markets Brace For Earnings Season Pain As Coronavirus Hammers The Economy By Investing.com,0.057,0.881,0.063,0.0129
592,https://www.investing.com/news/technology-news/apples-new-budget-iphone-unlikely-to-make-splash-in-china-where-5g-now-commonplace-2141711,2020-04-16,Apple's budget iPhone unlikely to make splash in China: Weibo poll By Reuters,0.022,0.942,0.036,0.7996
593,https://www.investing.com/news/stock-market-news/stocks--morgan-stanley-blackrock-fall-in-premarket-on-q1-profit-hit-2142094,2020-04-16,"Stocks - Morgan Stanley, Blackrock Fall in Premarket on Q1 Profit Hit By Investing.com",0.0,0.958,0.042,0.3182
594,https://www.investing.com/news/stock-market-news/apple-to-reopen-its-sole-branded-store-in-south-korea-on-april-18-2142599,2020-04-16,Apple to reopen its sole branded store in South Korea on April 18 By Reuters,0.025,0.891,0.084,0.8917
595,https://www.investing.com/news/technology-news/eu-says-virustracking-apps-must-not-use-personal-location-data-2141892,2020-04-16,"Apple, Google weigh location tracking rules as EU seeks privacy-based virus apps By Reuters",0.025,0.884,0.091,0.9878
596,https://www.investing.com/news/stock-market-news/apple-may-lose-a-third-of-quarterly-iphone-sales-goldman-says-2143302,2020-04-17,"Apple May Lose a Third of Quarterly iPhone Sales, Goldman Says By Bloomberg",0.05,0.943,0.007,-0.6705
597,https://www.investing.com/news/technology-news/netflix-streams-some-educational-films-on-youtube-for-free-2143508,2020-04-17,Netflix streams some educational films on YouTube for free By Reuters,0.03,0.877,0.093,0.8689
598,https://www.investing.com/news/coronavirus/fasten-your-seatbelt-investors-brace-for-europe-inc-results-amid-coronavirus-2143543,2020-04-17,'Fasten your seatbelt': Investors brace for Europe Inc. results amid coronavirus By Reuters,0.055,0.897,0.048,-0.8184
599,https://www.investing.com/news/economy/take-five-euro-zone-earnings-economy-2143584,2020-04-17,"Take Five: Euro zone, earnings, economy By Reuters",0.122,0.78,0.098,-0.9747
600,https://www.investing.com/news/technology-news/goldman-predicts-36-drop-in-iphone-shipment-says-time-to-sell-apple-shares-2143298,2020-04-17,"Goldman predicts 36% drop in iPhone shipment, says time to sell Apple shares By Reuters",0.05,0.891,0.059,0.7814
601,https://www.investing.com/news/technology-news/exclusive-chinesebacked-owners-commit-to-uk-hq-for-imagination-tech--source-2143610,2020-04-17,Exclusive: Chinese-backed owners commit to British HQ for Imagination Tech By Reuters,0.003,0.912,0.085,0.9847
602,https://www.investing.com/news/stock-market-news/us-stocks-higher-at-close-of-trade-dow-jones-industrial-average-up-299-2143951,2020-04-17,U.S. stocks higher at close of trade; Dow Jones Industrial Average up 2.99% By Investing.com,0.052,0.905,0.043,-0.7351
603,https://www.investing.com/news/general/ionescu-picks-up-wnba-torch-as-she-steps-into-new-york-spotlight-2144033,2020-04-18,Ionescu picks up WNBA torch as she steps into New York spotlight By Reuters,0.02,0.894,0.086,0.9465
604,https://www.investing.com/news/coronavirus/trumps-coronavirus-reopening-plan-has-big-holes-health-experts-say-2143914,2020-04-18,"Trump's coronavirus reopening plan has big holes, health experts say By Reuters",0.07,0.857,0.073,0.0825
605,https://www.investing.com/news/technology-news/facebook-to-introduce-gaming-app-on-monday-new-york-times-2144499,2020-04-19,Facebook to introduce gaming app on Monday: New York Times By Reuters,0.0,0.877,0.123,0.9659
606,https://www.investing.com/news/stock-market-news/asia-shares-off-to-cautious-start-us-crude-slides-2144599,2020-04-20,Shares turn cautious as U.S. crude gets crushed By Reuters,0.078,0.837,0.085,0.2487
607,https://www.investing.com/news/coronavirus/rift-opens-over-european-coronavirus-contact-tracing-apps-2145077,2020-04-20,Rift opens over European coronavirus contact tracing apps By Reuters,0.07,0.854,0.076,0.3624
608,https://www.investing.com/news/technology-news/apple-expands-services-business-to-markets-in-africa-and-beyond-2145924,2020-04-21,Apple expands services business to markets in Africa and beyond By Reuters,0.012,0.913,0.074,0.9545
609,https://www.investing.com/news/stock-market-news/tech-titans-dominate-us-stock-market-after-surge-2146132,2020-04-21,Tech titans dominate U.S. stock market after surge By Reuters,0.034,0.902,0.064,0.9147
610,https://www.investing.com/news/coronavirus/bluetooth-phone-apps-for-tracking-covid19-show-modest-early-results-2146561,2020-04-21,Bluetooth phone apps for tracking COVID-19 show modest early results By Reuters,0.042,0.875,0.083,0.9805
611,https://www.investing.com/news/stock-market-news/apple-stock-falls-4-2146585,2020-04-21,Apple Stock Falls 4% By Investing.com,0.0,0.953,0.047,0.296
612,https://www.investing.com/news/stock-market-news/dow-down-as-bears-sink-teeth-in-tech-amid-oil-plunge-2146721,2020-04-21,Stocks - Dow Down as Bears Sink Teeth Into Tech Amid 43% Plunge in Oil By Investing.com,0.034,0.941,0.025,-0.1154
613,https://www.investing.com/news/stock-market-news/stocks--sp-falls-as-oil-crash-continues-on-storage-conundrum-weaker-demand-2146925,2020-04-21,"Stocks - S&P Falls as Oil Crash Continues on Storage Conundrum, Weaker Demand By Investing.com",0.055,0.924,0.021,-0.7371
614,https://www.investing.com/news/technology-news/exclusive-valueact-eyes-nintendo-with-stake-of-over-11-billion--letter-2146800,2020-04-21,"Exclusive: ValueAct eyes Nintendo with stake of over $1.1 billion, letter shows By Reuters",0.01,0.882,0.108,0.9913
615,https://www.investing.com/news/stock-market-news/coffee-chocolates-and-pills-shield-swiss-stocks-from-virus-rout-2147402,2020-04-22,"Coffee, chocolates and pills shield Swiss stocks from virus rout By Reuters",0.056,0.885,0.058,-0.0661
616,https://www.investing.com/news/stock-market-news/american-quandary-how-to-secure-weaponsgrade-minerals-without-china-2147507,2020-04-22,American quandary: how to secure weapons-grade minerals without China By Reuters,0.061,0.886,0.053,-0.9689
617,https://www.investing.com/news/technology-news/netflix-to-raise-1-billion-in-debt-to-fund-new-shows-2147686,2020-04-22,Netflix to raise $1 billion to fund original content By Reuters,0.057,0.865,0.079,0.7346
618,https://www.investing.com/news/technology-news/flaw-in-iphone-ipads-may-have-allowed-hackers-to-steal-data-for-years-2147923,2020-04-22,"Flaw in iPhone, iPads may have allowed hackers to steal data for years By Reuters",0.065,0.849,0.086,0.9568
619,https://www.investing.com/news/coronavirus/us-lawmaker-says-any-covid19-contact-tracing-tech-should-be-voluntary-and-limited-2148336,2020-04-23,U.S. lawmaker says any COVID-19 contact tracing tech should be voluntary and limited By Reuters,0.038,0.904,0.057,0.6652
620,https://www.investing.com/news/technology-news/sk-hynix-posts-smallerthanexpected-profit-fall-on-strong-server-demand-2148461,2020-04-23,SK Hynix warns of volatile chip demand after first-quarter profit beats forecast By Reuters,0.083,0.785,0.132,0.9869
621,https://www.investing.com/news/technology-news/apple-supplier-lg-display-posts-wider-firstquarter-operating-loss-2148625,2020-04-23,Apple supplier LG Display posts wider first-quarter loss as pandemic dents demand By Reuters,0.087,0.836,0.077,0.25
622,https://www.investing.com/news/coronavirus/germany-at-odds-with-apple-on-smartphone-coronavirus-contact-tracing-2148795,2020-04-23,Germany at odds with Apple on smartphone coronavirus contact tracing By Reuters,0.034,0.89,0.076,0.9492
623,https://www.investing.com/news/technology-news/imagination-techs-chinese-owner-plans-to-relist-chip-designer-ft-2149019,2020-04-23,Imagination Tech's Chinese owner plans to re-list chip designer: FT By Reuters,0.012,0.954,0.034,0.4404
624,https://www.investing.com/news/coronavirus/key-us-lawmaker-pushes-for-a-ban-on-mergers-until-coronavirus-pandemic-ends-2149083,2020-04-23,Key U.S. lawmaker pushes for a ban on mergers until coronavirus pandemic ends By Reuters,0.07,0.873,0.058,-0.5423
625,https://www.investing.com/news/technology-news/apple-plans-to-sell-macs-with-its-own-chips-from-2021-bloomberg-2148876,2020-04-23,Apple plans to sell Macs with its own chips from 2021: Bloomberg By Reuters,0.01,0.969,0.02,0.128
626,https://www.investing.com/news/general/2020-nfl-draft-no-1-need-for-all-32-teams-2149577,2020-04-23,2020 NFL Draft: No. 1 need for all 32 teams By Reuters,0.07,0.825,0.105,0.9967
627,https://www.investing.com/news/technology-news/apple-says-no-evidence-iphone-mail-flaw-used-against-customers-2149877,2020-04-24,Apple says 'no evidence' iPhone mail flaw used against customers By Reuters,0.087,0.887,0.026,-0.9161
628,https://www.investing.com/news/economy/top-5-things-to-know-in-the-market-on-friday-april-24th-2150068,2020-04-24,"Top 5 Things to Know in the Market on Friday, April 24th By Investing.com",0.081,0.867,0.052,-0.9829
629,https://www.investing.com/news/stock-market-news/stocks--oils-surge-in-premarket-on-crude-recovery-index-inclusion-lifts-zoom-2150255,2020-04-24,Stocks - Oils Surge in Premarket on Crude Recovery; Index Inclusion Lifts Zoom By Investing.com,0.0,1.0,0.0,0.0
630,https://www.investing.com/news/stock-market-news/stocks--wall-street-pares-early-gains-as-consumer-sentiment-data-weigh-2150295,2020-04-24,Stocks - Wall Street Pares Early Gains as Consumer Sentiment Data Weigh By Investing.com,0.098,0.807,0.094,-0.5041
631,https://www.investing.com/news/technology-news/tech--healthcare-tighten-grip-on-world-stock-markets-2150349,2020-04-24,Tech & healthcare tighten grip on world stock markets By Reuters,0.061,0.828,0.112,0.8668
632,https://www.investing.com/news/technology-news/france-germany-in-standoff-with-silicon-valley-on-contact-tracing-2150502,2020-04-24,"France, Germany in standoff with Silicon Valley on contact tracing By Reuters",0.032,0.885,0.083,0.9872
633,https://www.investing.com/news/coronavirus/apple-google-update-coronavirus-contact-tracing-tech-ahead-of-launch-2150530,2020-04-24,"Apple, Google update coronavirus contact tracing tech ahead of launch By Reuters",0.019,0.917,0.063,0.9274
634,https://www.investing.com/news/stock-market-news/dow-struggles-for-direction-as-traders-weigh-up-stimulus-weaker-economic-data-2150604,2020-04-24,"Stocks - Dow Turns Higher, Led by Tech, as Traders Weigh Stimulus, Weaker Data By Investing.com",0.05,0.88,0.07,0.8381
635,https://www.investing.com/news/economy/cash-is-king-as-us-quarterly-reporting-season-gains-steam-2150719,2020-04-24,Cash is king as U.S. quarterly reporting season gains steam By Reuters,0.036,0.868,0.096,0.8979
636,https://www.investing.com/news/stock-market-news/futures-rise-at-the-end-of-stormy-week-2150080,2020-04-24,Tech titans Apple and Microsoft propel Wall Street rally By Reuters,0.079,0.843,0.078,-0.7227
637,https://www.investing.com/news/stock-market-news/stocks--dow-snaps-twoweek-rally-despite-strong-end-to-week-on-tech-2150784,2020-04-24,Stocks - Dow Snaps Two-Week Rally Despite Strong End to Week on Tech By Investing.com,0.07,0.866,0.064,-0.4513
638,https://www.investing.com/news/stock-market-news/us-stocks-higher-at-close-of-trade-dow-jones-industrial-average-up-111-2150861,2020-04-24,U.S. stocks higher at close of trade; Dow Jones Industrial Average up 1.11% By Investing.com,0.051,0.895,0.053,-0.2732
