,Link,Date,Headline,neg,neu,pos,compound
223,https://www.investing.com/news/economy/nightmare-for-global-tech-coronavirus-fallout-just-beginning-2080235,2020-02-10,‘Nightmare’ for Global Tech: Coronavirus Fallout Just Beginning By Bloomberg,0.074,0.874,0.052,-0.9909
224,https://www.investing.com/news/general/japan-cruise-reported-to-have-60-more-infections-virus-update-2080236,2020-02-10,Japan Cruise Reported to Have 60 More Infections: Virus Update By Bloomberg,0.054,0.892,0.054,-0.7111
225,https://www.investing.com/news/forex-news/asian-stocks-slip-yuan-fluctuates-on-virus-news-markets-wrap-2080242,2020-02-10,"Asian Stocks Slip, Yuan Fluctuates on Virus News: Markets Wrap By Bloomberg",0.029,0.917,0.054,0.4939
226,https://www.investing.com/news/economy/deaths-hit-910-global-firms-restart-china-plants-virus-update-2080241,2020-02-10,Deaths Hit 910; Global Firms Restart China Plants: Virus Update By Bloomberg,0.055,0.892,0.053,-0.8002
227,https://www.investing.com/news/stock-market-news/nightmare-for-global-tech-virus-fallout-is-just-beginning-2080310,2020-02-10,‘Nightmare’ for Global Tech: Virus Fallout is Just Beginning By Bloomberg,0.072,0.876,0.052,-0.9895
228,https://www.investing.com/news/technology-news/researcher-sees-global-smartphone-output-at-fiveyear-low-due-to-virus-2080327,2020-02-10,Researcher sees global smartphone output at five-year low due to virus By Reuters,0.071,0.929,0.0,-0.3818
229,https://www.investing.com/news/technology-news/chinas-firstquarter-smartphone-sales-may-halve-due-to-coronavirus-analysts-2080311,2020-02-10,China's first-quarter smartphone sales may halve due to coronavirus: analysts By Reuters,0.039,0.905,0.056,0.8294
230,https://www.investing.com/news/stock-market-news/stocks--futures-point-to-small-gains-virus-breeds-uncertainty-2080411,2020-02-10,Stocks - Futures Point to Small Gains; Virus Breeds Uncertainty By Investing.com,0.085,0.87,0.045,-0.9718
231,https://www.investing.com/news/stock-market-news/foxconn-delays-return-of-workers-to-main-china-iphone-plants-2080476,2020-02-10,Foxconn Delays Return of Workers to Main China iPhone Plants By Bloomberg,0.05,0.915,0.035,-0.3563
232,https://www.investing.com/news/technology-news/taiwans-foxconn-gets-ok-to-restart-plant-in-zhengzhou-china-source-2080189,2020-02-10,Top Apple iPhone maker Foxconn restarts key China plant with 10% of workers: source By Reuters,0.041,0.922,0.037,-0.517
233,https://www.investing.com/news/stock-market-news/stocks--taubman-soars-in-premarket-on-simon-bid-xerox-raises-hp-offer-2080564,2020-02-10,Stocks - Taubman Soars in Premarket on Simon Bid; Xerox Raises HP Offer By Investing.com,0.0,0.867,0.133,0.3182
234,https://www.investing.com/news/technology-news/softbankowned-arm-to-launch-new-ai-chip-for-small-devices-2080574,2020-02-10,SoftBank-owned Arm to launch new AI chip for small devices By Reuters,0.018,0.898,0.084,0.9617
235,https://www.investing.com/news/stock-market-news/stocks--wall-street-drifts-lower-at-open-virus-delays-china-restart-2080672,2020-02-10,Stocks - Wall Street Drifts Lower at Open; Virus Delays China Restart By Investing.com,0.082,0.85,0.068,-0.6966
236,https://www.investing.com/news/stock-market-news/foxconn-resumes-some-production-at-its-main-china-iphone-site-2080932,2020-02-10,Foxconn Resumes Some Production at Its Main China IPhone Site By Bloomberg,0.043,0.917,0.039,0.0557
237,https://www.investing.com/news/stock-market-news/foxconn-resumes-some-production-at-its-main-china-iphone-site-2080931,2020-02-10,Foxconn Resumes Some Production at Its Main China IPhone Site By Bloomberg,0.043,0.917,0.039,0.0557
238,https://www.investing.com/news/economy/austrias-ams-aims-for-domination-agreement-with-osram-2080948,2020-02-10,Austria's AMS aims for domination agreement with Osram By Reuters,0.064,0.746,0.19,0.9889
239,https://www.investing.com/news/stock-market-news/nasdaq-hits-new-high-as-investors-look-beyond-coronavirus-2080464,2020-02-10,"S&P 500, Nasdaq reach record closing highs; Chinese workers return By Reuters",0.035,0.883,0.082,0.9674
240,https://www.investing.com/news/stock-market-news/us-stocks-hit-record-despite-coronavirus-fears-markets-wrap-2081037,2020-02-10,U.S. Stocks Hit Record Despite Coronavirus Fears: Markets Wrap By Bloomberg,0.048,0.867,0.086,0.8797
241,https://www.investing.com/news/stock-market-news/us-appeals-court-denies-apple-bid-for-rehearing-in-virnetx-patent-case-2080875,2020-02-11,U.S. appeals court denies Apple bid for rehearing in VirnetX patent case By Reuters,0.046,0.936,0.018,-0.4019
242,https://www.investing.com/news/technology-news/samsung-to-unveil-squareshaped-foldable-phones-to-challenge-apple-2081267,2020-02-11,Samsung to unveil square-shaped foldable phones to challenge Apple By Reuters,0.035,0.881,0.085,0.8985
243,https://www.investing.com/news/general/deaths-tops-1000-us-confirms-13th-infection-virus-update-2081296,2020-02-11,"Deaths Tops 1,000; U.S. Confirms 13th Infection: Virus Update By Bloomberg",0.099,0.862,0.039,-0.9993
244,https://www.investing.com/news/technology-news/demand-for-streaming-tv-services-remains-strong-nielsen-survey-suggests-2081412,2020-02-11,"Demand for streaming TV services remains strong, Nielsen survey suggests By Reuters",0.014,0.942,0.044,0.6901
245,https://www.investing.com/news/technology-news/ams-tops-fourthquarter-revenue-forecast-sees-lower-sales-in-firstquarter-2081308,2020-02-11,"AMS tops fourth-quarter revenue forecast, sees sales slowing even without coronavirus By Reuters",0.085,0.829,0.085,0.2603
246,https://www.investing.com/news/technology-news/bluemail-says-excluded-app-returns-to-mac-app-store-2081917,2020-02-11,BlueMail says excluded app returns to Mac app store By Reuters,0.047,0.904,0.048,0.128
247,https://www.investing.com/news/stock-market-news/breaking-ftc-to-look-into-large-tech-acquisitions-2081943,2020-02-11,Breaking: FTC to Look Into Large Tech Acquisitions By Investing.com,0.0,0.899,0.101,0.908
248,https://www.investing.com/news/technology-news/driver-in-fatal-2018-tesla-crash-reported-prior-autopilot-issue-2081881,2020-02-11,Tesla driver in fatal crash had reported problems before with 'Autopilot' feature By Reuters,0.093,0.876,0.031,-0.9709
249,https://www.investing.com/news/technology-news/apple-hires-warner-music-veteran-to-oversee-music-initiatives-2082005,2020-02-11,Apple hires Warner Music veteran for business development at streaming unit By Reuters,0.0,0.954,0.046,0.4404
250,https://www.investing.com/news/stock-market-news/stocks--sp-nasdaq-notch-another-record-close-despite-late-stumble-in-tech-2082180,2020-02-11,"Stocks - S&P, Nasdaq Notch Another Record Close Despite Late Stumble in Tech By Investing.com",0.096,0.822,0.081,-0.8175
251,https://www.investing.com/news/technology-news/akamai-revenue-beats-estimates-on-cloud-growth-2082181,2020-02-11,Akamai revenue beats estimates on cloud growth By Reuters,0.031,0.804,0.165,0.9764
252,https://www.investing.com/news/stock-market-news/ftc-demands-data-about-acquisitions-from-google-amazoncom-apple-facebook-and-microsoft-2081935,2020-02-11,"FTC demands data on small buys by Google, Amazon, Apple, Facebook, Microsoft By Reuters",0.031,0.87,0.099,0.9926
253,https://www.investing.com/news/general/samsung-unveils-its-new-foldable-galaxy-z-phone-2082358,2020-02-12,Samsung unveils its new foldable Galaxy Z phone By Reuters,0.027,0.843,0.13,0.9828
254,https://www.investing.com/news/technology-news/foxconn-aims-to-resume-half-china-production-by-endfebruary-source-2082412,2020-02-12,Foxconn aims to resume half of output in virus-hit China by month-end: source By Reuters,0.064,0.872,0.064,0.0046
255,https://www.investing.com/news/stock-market-news/stocks--wall-street-hits-new-records-at-open-on-virus-hopes-2082976,2020-02-12,Stocks - Wall Street Hits New Records at Open on Virus Hopes By Investing.com,0.051,0.873,0.076,0.7999
256,https://www.investing.com/news/technology-news/eu-antitrust-regulators-plan-broad-enquiry-into-tech-sector-2083126,2020-02-12,EU antitrust regulators plan broad enquiry into tech sector By Reuters,0.053,0.853,0.094,0.766
257,https://www.investing.com/news/technology-news/foxconn-says-recent-reuters-reports-on-factory-resumption-in-china-were-not-factual-2083560,2020-02-13,Foxconn says recent Reuters reports on factory resumption in China were not factual By Reuters,0.015,0.963,0.022,0.1779
258,https://www.investing.com/news/cryptocurrency-news/china-takes-additional-steps-to-digitise-the-renminbi-2083650,2020-02-13,China takes additional steps to digitise the renminbi By Cointelegraph,0.01,0.898,0.092,0.8714
259,https://www.investing.com/news/technology-news/broadcom-targets-choppy-audio-with-new-bluetooth-chip-2083776,2020-02-13,Broadcom targets choppy audio with new Bluetooth chip By Reuters,0.0,0.926,0.074,0.9432
260,https://www.investing.com/news/stock-market-news/apple-to-reopen-some-stores-in-beijing-on-february-14-website-2083973,2020-02-13,Apple to reopen some stores in Beijing on February 14: website By Reuters,0.054,0.946,0.0,-0.8683
261,https://www.investing.com/news/stock-market-news/stocks--tesla-cisco-mgm-all-fall-in-premarket-2084027,2020-02-13,"Stocks - Tesla, Cisco, MGM All Fall in Premarket By Investing.com",0.0,0.887,0.113,0.3182
262,https://www.investing.com/news/stock-market-news/qualcomm-to-ask-appeals-court-for-vindication-in-ftc-antitrust-case-2083972,2020-02-13,FTC antitrust victory on Qualcomm questioned by appeals court By Reuters,0.099,0.821,0.081,-0.6327
263,https://www.investing.com/news/technology-news/roku-holiday-quarter-revenue-beats-on-new-streaming-platforms-2084580,2020-02-13,"New streaming launches power Roku's holiday sales, forecast By Reuters",0.036,0.837,0.127,0.9872
264,https://www.investing.com/news/technology-news/british-network-three-joins-5g-mobile-club-2084772,2020-02-14,British network Three joins 5G mobile club By Reuters,0.047,0.902,0.051,0.25
265,https://www.investing.com/news/stock-market-news/apple-to-reopen-a-store-in-shanghai-on-february-15-2085625,2020-02-14,Apple to reopen a store in Shanghai on February 15 By Reuters,0.035,0.965,0.0,-0.4939
266,https://www.investing.com/news/technology-news/bridgewater-viking-among-big-hedge-funds-that-added-tesla-in-fourth-quarter-before-rally-2085664,2020-02-14,"Bridgewater, Viking among big hedge funds that added Tesla in fourth quarter before rally By Reuters",0.0,0.897,0.103,0.967
267,https://www.investing.com/news/stock-market-news/buffetts-berkshire-buys-kroger-and-biogen-reduces-wells-fargo-and-goldman-stakes-2085795,2020-02-15,"Buffett's Berkshire buys Kroger and Biogen, reduces Wells Fargo and Goldman stakes By Reuters",0.048,0.847,0.105,0.9479
268,https://www.investing.com/news/stock-market-news/regulators-should-allow-rtl-and-prosieben-to-merge--rabe-2086131,2020-02-16,Regulators should allow RTL and ProSieben to merge: Rabe By Reuters,0.022,0.913,0.065,0.9201
269,https://www.investing.com/news/forex-news/euro-edges-lower-on-economic-pessimism-aussie-hit-by-rate-outlook-2086790,2020-02-18,"Euro edges lower on economic pessimism, Aussie hit by rate outlook By Reuters",0.086,0.825,0.09,0.3967
270,https://www.investing.com/news/technology-news/samsung-offers-phone-delivery-service-for-test-use-to-ride-out-coronavirus-impact-2086814,2020-02-18,Samsung offers phone delivery service for test use to ride out coronavirus impact By Reuters,0.056,0.909,0.034,-0.8622
271,https://www.investing.com/news/stock-market-news/asian-markets-fall-hang-seng-nikkei-down-more-than-1-on-apples-revenue-warning-2086822,2020-02-18,"Asian Markets Fall; Hang Seng, Nikkei Down More Than 1% on Apple’s Revenue Warning By Investing.com",0.101,0.872,0.026,-0.946
272,https://www.investing.com/news/stock-market-news/apple-warns-sales-to-fall-short-of-target-due-to-coronavirus-impact-2086721,2020-02-18,Apple warns sales to fall short of target due to coronavirus impact By Reuters,0.086,0.853,0.061,-0.9335
273,https://www.investing.com/news/commodities-news/oil-prices-slip-as-coronavirus-concerns-linger-2086799,2020-02-18,Oil prices fall as market weighs coronavirus demand impact By Reuters,0.117,0.808,0.075,-0.9361
274,https://www.investing.com/news/forex-news/gold-prices-rebound-as-asian-stocks-fall-sinous-trade-news-in-focus-2086856,2020-02-18,Gold Prices Rebound as Asian Stocks Fall; Sino-U.S. Trade News in Focus By Investing.com,0.04,0.869,0.091,0.7184
275,https://www.investing.com/news/technology-news/samsung-poised-to-benefit-from-china-virus-woes-afflicting-apple-other-rivals-2086857,2020-02-18,"Samsung poised to benefit from China virus woes afflicting Apple, other rivals By Reuters",0.068,0.857,0.074,0.8658
276,https://www.investing.com/news/stock-market-news/investors-track-ships-chase-rumors-to-get-edge-on-covid19-risks-2086859,2020-02-18,"Investors track ships, chase rumors to get edge on COVID-19 risks By Reuters",0.04,0.916,0.044,0.2357
277,https://www.investing.com/news/stock-market-news/stocks-fall-after-apple-warns-on-coronavirus-impact-2086792,2020-02-18,Stocks under pressure as Apple sounds warning on coronavirus By Reuters,0.087,0.834,0.079,-0.8506
278,https://www.investing.com/news/stock-market-news/stocks--europe-seen-lower-apple-and-hsbc-weigh-heavily-2086881,2020-02-18,Stocks - Europe Seen Lower; Apple and HSBC Weigh Heavily By Investing.com,0.093,0.841,0.066,-0.7935
279,https://www.investing.com/news/stock-market-news/softbank-spends-25-billion-to-get-second-vision-fund-off-the-ground-sources-2086887,2020-02-18,SoftBank spends $2.5 billion to get second Vision Fund off the ground: sources By Reuters,0.042,0.827,0.131,0.996
280,https://www.investing.com/news/stock-market-news/stocks--europe-dragged-lower-by-apple-warning-hsbc-losses-2086919,2020-02-18,"Stocks - Europe Dragged Lower by Apple Warning, HSBC Losses By Investing.com",0.077,0.839,0.083,0.7783
281,https://www.investing.com/news/economy/singapore-unveils-multibillion-dollar-package-to-weather-virus-2086893,2020-02-18,Singapore plans biggest budget deficit in years to meet virus threat By Reuters,0.057,0.904,0.039,-0.8717
282,https://www.investing.com/news/stock-market-news/european-shares-slump-as-apple-warning-hammers-tech-sector-2086911,2020-02-18,European shares slump as Apple warning hammers China-reliant sectors By Reuters,0.067,0.84,0.093,0.8271
283,https://www.investing.com/news/stock-market-news/stockbeat--thyssenkrupp-takes-the-safest-route-to-survival-2086983,2020-02-18,StockBeat:  ThyssenKrupp Takes the Safest Route to Survival By Investing.com,0.058,0.879,0.063,0.1689
284,https://www.investing.com/news/stock-market-news/if-apple-is-hurting-due-to-the-coronavirus-its-suppliers-and-rivals-likely-are-too-2086960,2020-02-18,"If Apple is hurting due to the coronavirus, its suppliers and rivals likely are too By Reuters",0.048,0.912,0.041,-0.7102
285,https://www.investing.com/news/economy/top-5-things-to-know-in-the-market-on-tuesday-february-18th-2087037,2020-02-18,"Top 5 Things to Know in the Market on Tuesday, February 18th By Investing.com",0.09,0.845,0.064,-0.9706
286,https://www.investing.com/news/commodities-news/oil-snaps-fiveday-rally-as-virus-continues-to-weigh-on-demand-2087059,2020-02-18,Oil Snaps Five-Day Rally as Virus Continues to Weigh on Demand By Bloomberg,0.098,0.842,0.06,-0.8074
287,https://www.investing.com/news/stock-market-news/stocks--us-futures-point-lower-apple-warning--weighs-walmart-misses-2087072,2020-02-18,"Stocks - U.S. Futures Point Lower; Apple Warning  Weighs, Walmart Misses By Investing.com",0.094,0.872,0.034,-0.9714
288,https://www.investing.com/news/technology-news/exclusive-samsung-wins-5nanometer-modem-chip-contract-from-qualcomm--sources-2087143,2020-02-18,Exclusive: Samsung wins 5-nanometer modem chip contract from Qualcomm - sources By Reuters,0.005,0.921,0.074,0.9819
289,https://www.investing.com/news/stock-market-news/bank-of-americafinds-fund-managers-slashing-growth-outlook-on-virus-woes-2087257,2020-02-18,Bank of America Finds Fund Managers Slashing Growth Outlook on Virus Woes By Bloomberg,0.071,0.825,0.103,0.6815
290,https://www.investing.com/news/stock-market-news/stocks--apple-falls-in-premarket-deal-boosts-legg-mason-franklin-2087254,2020-02-18,"Stocks - Apple Falls in Premarket, Deal Boosts Legg Mason, Franklin By Investing.com",0.0,1.0,0.0,0.0
291,https://www.investing.com/news/stock-market-news/20-years-after-dotcom-peak-tech-dominance-keeps-investors-on-edge-2087122,2020-02-18,"20 years after dot-com peak, tech dominance keeps investors on edge By Reuters",0.057,0.871,0.072,0.855
292,https://www.investing.com/news/economy/head-of-hospital-dies-in-coronavirus-epicenter-global-economic-impact-spreads-2086795,2020-02-18,China sees fall in coronavirus deaths but WHO urges caution By Reuters,0.106,0.843,0.051,-0.9924
293,https://www.investing.com/news/stock-market-news/stocks--wall-street-opens-lower-as-apple-warns-of-virus-hit-2087331,2020-02-18,Stocks - Wall Street Opens Lower as Apple Warns of Virus Hit By Investing.com,0.108,0.83,0.062,-0.9629
294,https://www.investing.com/news/commodities-news/gold-futures-hit-1600-as-apple-warning-rocks-risk-assets-2087397,2020-02-18,"Gold Futures Hit $1,600 as Apple Warning Rocks Risk Assets By Investing.com",0.096,0.829,0.075,-0.722
295,https://www.investing.com/news/stock-market-news/jaguar-land-rover-to-run-out-of-chinese-parts-for-uk-production-after-two-weeks-ceo-2087329,2020-02-18,Jaguar Land Rover's UK output at risk from coronavirus-hit supplies By Reuters,0.048,0.89,0.061,0.4791
296,https://www.investing.com/news/technology-news/us-mulls-cutting-huawei-off-from-global-chip-suppliers-with-tsmc-in-crosshairs-2086726,2020-02-18,"U.S. mulls cutting Huawei off from global chip suppliers, with TSMC in crosshairs By Reuters",0.102,0.796,0.102,-0.7776
297,https://www.investing.com/news/stock-market-news/stocks--wall-street-falls-as-apples-revenue-warning-flags-fresh-virus-fears-2087577,2020-02-18,Stocks - Wall Street Falls as Apple's Revenue Warning Flags Fresh Virus Fears By Investing.com,0.099,0.853,0.048,-0.9317
298,https://www.investing.com/news/stock-market-news/apple-warning-boosts-trade-in-chipheavy-fund-to-twoyear-high-2087578,2020-02-18,Apple Warning Boosts Trade in Chip-Heavy Fund to Two-Year High By Bloomberg,0.074,0.852,0.075,0.1517
299,https://www.investing.com/news/stock-market-news/virgin-galactics-stock-soars-fueled-by-retail-investors-2087640,2020-02-18,"Virgin Galactic's stock soars, fueled by retail investors By Reuters",0.008,0.868,0.124,0.993
300,https://www.investing.com/news/technology-news/apple-may-miss-mass-production-schedule-for-new-cheaper-iphone--nikkei-2087609,2020-02-18,"Apple may miss mass production schedule for new, cheaper iPhone: Nikkei By Reuters",0.044,0.928,0.028,0.0129
301,https://www.investing.com/news/commodities-news/gold-rides-apple-warning-to-reclaim-1600-2087705,2020-02-18,"Gold Rides Apple Warning to Reclaim $1,600 By Investing.com",0.082,0.838,0.08,0.0772
302,https://www.investing.com/news/stock-market-news/stocks-mixed-with-apple-forecast-spurring-caution-markets-wrap-2087757,2020-02-18,Stocks Mixed With Apple Forecast Spurring Caution: Markets Wrap By Bloomberg,0.066,0.888,0.046,-0.578
303,https://www.investing.com/news/stock-market-news/stocks--nasdaq-ekes-out-gain-as-apple-cuts-some-losses-on-bets-of-rebound-2087740,2020-02-18,Stocks - Nasdaq Ekes out Gain as Apple Cuts Some Losses on Bets of Rebound By Investing.com,0.132,0.801,0.067,-0.9313
304,https://www.investing.com/news/stock-market-news/apples-surprise-sales-warning-pressures-wall-street-2087168,2020-02-18,"Dow, S&P 500 decline after Apple's sales warning By Reuters",0.075,0.817,0.108,0.9578
305,https://www.investing.com/news/stock-market-news/us-stocks-mixed-at-close-of-trade-dow-jones-industrial-average-down-056-2087806,2020-02-18,U.S. stocks mixed at close of trade; Dow Jones Industrial Average down 0.56% By Investing.com,0.068,0.885,0.047,-0.8979
306,https://www.investing.com/news/technology-news/coronavirus-threatens-apple-supply-chain-sales-shares-drop-2087269,2020-02-18,"Coronavirus threatens Apple supply chain, sales; shares drop By Reuters",0.033,0.907,0.06,0.9081
307,https://www.investing.com/news/forex-news/dollar-shines-against-euro-riskier-peers-as-virus-hit-widens-2087942,2020-02-19,"Dollar shines against euro, riskier peers as virus hit widens By Reuters",0.077,0.892,0.031,-0.9508
308,https://www.investing.com/news/commodities-news/gold-tops-1600-as-virus-fuels-growth-fears-2088015,2020-02-19,"Gold Tops $1,600 as Virus Fuels Growth Fears By Bloomberg",0.086,0.845,0.069,-0.743
309,https://www.investing.com/news/stock-market-news/asia-stocks-rise-on-lull-in-virus-worry-euro-still-weak-2087931,2020-02-19,"China stimulus hints, slowing spread of virus lift stocks By Reuters",0.125,0.783,0.092,-0.9674
310,https://www.investing.com/news/stock-market-news/stocks--wall-street-back-in-riskon-mode-at-opening-2088498,2020-02-19,Stocks - Wall Street Back in Risk-On Mode at Opening By Investing.com,0.044,0.917,0.038,-0.2732
311,https://www.investing.com/news/stock-market-news/stocks--wall-street-hits-record-highs-on-signs-coronavirus-spread-slowing-2088729,2020-02-19,Stocks - Wall Street Hits Record Highs on Signs Coronavirus Spread Slowing By Investing.com,0.029,0.846,0.126,0.9847
312,https://www.investing.com/news/economy/feds-kashkari-sees-coronavirus-impact-but-says-rates-will-stay-put-for-a-while-2088745,2020-02-19,"Fed's Kashkari sees Fed on hold for three-six months, flags coronavirus risk By Reuters",0.13,0.809,0.061,-0.9804
313,https://www.investing.com/news/economy/your-money-what-it-means-to-invest-with-a-gender-lens-2087005,2020-02-19,YOUR MONEY: What it means to invest with a gender lens By Reuters,0.029,0.891,0.08,0.9855
314,https://www.investing.com/news/technology-news/dish-tops-forecasts-with-fewer-pay-tv-subscribers-lost-2088813,2020-02-19,Dish tops forecasts with fewer pay TV subscribers lost By Reuters,0.042,0.934,0.024,-0.6059
315,https://www.investing.com/news/forex-news/stocks-reach-record-highs-after-chinas-moves-fed-markets-wrap-2088860,2020-02-19,"Stocks Reach Record Highs After China’s Moves, Fed: Markets Wrap By Bloomberg",0.066,0.821,0.113,0.9042
316,https://www.investing.com/news/economy/fed-policymakers-cautiously-optimistic-on-us-economy-despite-new-risks-minutes-show-2088784,2020-02-19,"Fed policymakers cautiously optimistic on U.S. economy despite new risks, minutes show By Reuters",0.063,0.842,0.095,0.9695
317,https://www.investing.com/news/stock-market-news/stocks--sp-notches-record-close-on-bets-china-stimulus-will-curb-virus-impact-2088922,2020-02-19,Stocks - S&P Notches Record Close on Bets China Stimulus Will Curb Virus Impact By Investing.com,0.07,0.82,0.11,0.8248
318,https://www.investing.com/news/technology-news/irish-regulator-readies-draft-decisions-in-first-big-tech-privacy-probes-2089080,2020-02-20,Irish regulator readies draft decisions in first big tech privacy probes By Reuters,0.026,0.92,0.054,0.8557
319,https://www.investing.com/news/stock-market-news/manufacturers-entangled-in-logistical-nightmare-as-virushit-china-limps-back-to-work-2089153,2020-02-20,Manufacturers entangled in logistical nightmare as virus-hit China limps back to work By Reuters,0.07,0.903,0.027,-0.9868
320,https://www.investing.com/news/technology-news/taiwans-foxconn-warns-of-negative-revenue-impact-from-virus-outbreak-2089218,2020-02-20,"Foxconn says cautiously resuming China output, warns coronavirus will hit revenue By Reuters",0.036,0.94,0.024,-0.5927
321,https://www.investing.com/news/economy/comic-stock-markets-shrug-off-apples-coronavirus-warning-2089365,2020-02-20,Comic: Stock Markets Shrug Off Apple’s Coronavirus Warning By Investing.com,0.088,0.87,0.042,-0.9288
322,https://www.investing.com/news/stock-market-news/chinas-lenovo-confident-of-managing-virus-impact-reports-strong-third-quarter-2089385,2020-02-20,"China's Lenovo confident of managing virus impact, reports strong third quarter By Reuters",0.06,0.842,0.098,0.961
323,https://www.investing.com/news/technology-news/south-koreas-hynix-says-800-workers-to-stay-home-after-trainee-had-contact-with-virus-patient-2089271,2020-02-20,South Korea's Hynix says 800 workers to stay home after trainee had contact with virus patient By Reuters,0.052,0.932,0.016,-0.8416
324,https://www.investing.com/news/stock-market-news/goldman-sees-high-risk-of-stock-market-correction-on-virus-complacency-2089517,2020-02-20,Goldman Sees High Risk of Stock Market Correction on Virus Complacency By Bloomberg,0.134,0.818,0.048,-0.9803
325,https://www.investing.com/news/general/eu-privacy-body-warns-of-risks-in-google-fitbit-deal-2089748,2020-02-20,"EU privacy body warns of risks in Google, Fitbit deal By Reuters",0.079,0.841,0.08,0.0258
326,https://www.investing.com/news/economic-indicators/us-weekly-jobless-claims-rise-modestly-2089573,2020-02-20,U.S. labor market remains strong; manufacturing likely stabilizing By Reuters,0.075,0.83,0.095,0.9446
327,https://www.investing.com/news/stock-market-news/stocks--wall-street-off-lows-but-under-pressure-as-selling-in-tech-turns-ugly-2090022,2020-02-20,"Stocks - Wall Street off Lows, but Under Pressure as Selling in Tech Turns Ugly By Investing.com",0.138,0.769,0.093,-0.9441
328,https://www.investing.com/news/technology-news/eu-privacy-body-warns-of-privacy-risks-in-google-fitbit-deal-2089417,2020-02-20,"EU privacy body warns of privacy risks in Google, Fitbit deal By Reuters",0.042,0.909,0.049,0.4588
329,https://www.investing.com/news/technology-news/what-secrets-apple-embroiled-in-row-over-book-by-german-former-executive-2089879,2020-02-20,What secrets? Apple embroiled in row over book by German former executive By Reuters,0.051,0.854,0.095,0.988
330,https://www.investing.com/news/stock-market-news/apples-iphone-sales-may-fall-up-to-50-in-china-industry-expert-2090112,2020-02-20,Apple's iPhone Sales May Fall up to 50% in China: Industry Expert By Investing.com,0.102,0.854,0.044,-0.9202
331,https://www.investing.com/news/stock-market-news/stocks--sp-ends-down-but-off-lows-coronavirus-jitters-return-to-haunt-tech-2090161,2020-02-20,"Stocks - S&P Ends Down, but off Lows; Coronavirus Jitters Return to Haunt Tech By Investing.com",0.121,0.761,0.118,-0.3127
332,https://www.investing.com/news/stock-market-news/outbreak-will-not-change-chinas-commitments-to-buy-us-goods-senior-us-official-2090061,2020-02-21,Outbreak will not change China's commitments to buy U.S. goods: senior U.S. official By Reuters,0.054,0.871,0.075,0.7294
333,https://www.investing.com/news/economy/top-5-things-to-know-in-the-market-on-friday-february-21st-2090693,2020-02-21,"Top 5 Things to Know in the Market on Friday, February 21st By Investing.com",0.097,0.835,0.067,-0.9609
334,https://www.investing.com/news/stock-market-news/king-dollar-rules-the-fx-heap-as-virus-threatens-global-growth-2090761,2020-02-21,King Dollar rules the FX heap as virus threatens global growth By Reuters,0.078,0.791,0.132,0.9898
335,https://www.investing.com/news/stock-market-news/selfdriving-car-companies-complain-california-test-data-may-mislead-2091116,2020-02-21,Self-driving car companies complain California test data may mislead By Reuters,0.03,0.888,0.082,0.9419
336,https://www.investing.com/news/stock-market-news/wall-street-slides-as-data-shows-early-business-impact-of-coronavirus-2090795,2020-02-21,"Wall Street drops as coronavirus fears, business activity data weigh By Reuters",0.045,0.898,0.057,0.7351
337,https://www.investing.com/news/economy/take-five-our-currency-your-problem--all-over-again-2090941,2020-02-21,"Take Five: 'Our currency, your problem' - all over again By Reuters",0.118,0.801,0.081,-0.9927
338,https://www.investing.com/news/stock-market-news/us-stocks-lower-at-close-of-trade-dow-jones-industrial-average-down-078-2091383,2020-02-21,U.S. stocks lower at close of trade; Dow Jones Industrial Average down 0.78% By Investing.com,0.073,0.854,0.074,-0.3818
339,https://www.investing.com/news/technology-news/us-lawmakers-to-introduce-bill-that-threatens-encryption-on-tech-platforms-2090896,2020-02-22,"Encryption on Facebook, Google, others threatened by planned new bill By Reuters",0.132,0.796,0.072,-0.9896
340,https://www.investing.com/news/general/buffett-defends-stock-investments-2091633,2020-02-22,Buffett defends stock investments By Reuters,0.046,0.815,0.139,0.9524
341,https://www.investing.com/news/stock-market-news/buffett-defends-berkshire-stock-push-reassures-on-future-as-profit-smashes-record-2091638,2020-02-22,"Buffett defends Berkshire stock push, reassures on future as profit smashes record By Reuters",0.05,0.839,0.111,0.9924
342,https://www.investing.com/news/economy/economic-calendar--top-5-things-to-watch-this-week-2091724,2020-02-23,Economic Calendar - Top 5 Things to Watch This Week By Investing.com,0.042,0.894,0.064,0.9428
343,https://www.investing.com/news/stock-market-news/japan-criticizes-us-digital-tax-proposal-at-g20-2091804,2020-02-23,Japan criticizes U.S. digital tax proposal at G20 By Reuters,0.076,0.852,0.073,0.0258
344,https://www.investing.com/news/general/astros-red-sox-major-league-baseball-urge-dismissal-of-signstealing-lawsuit-2091850,2020-02-23,"Astros, Red Sox, Major League Baseball urge dismissal of sign-stealing lawsuit By Reuters",0.121,0.832,0.048,-0.9847
345,https://www.investing.com/news/stock-market-news/buffett-defends-investments-in-stocks-which-fueled-record-berkshire-profit-2091553,2020-02-24,Rising stocks fuel record profit for Buffett's Berkshire; operating profit disappoints By Reuters,0.045,0.832,0.122,0.9853
346,https://www.investing.com/news/economy/take-five-our-currency-your-problem--all-over-again-2092061,2020-02-24,"Take Five: 'Our currency, your problem' - all over again By Reuters",0.118,0.8,0.082,-0.993
